"Step","FSDP_BT_QAT_20250608_220648 - loss_main","FSDP_BT_QAT_20250608_220648 - loss_main__MIN","FSDP_BT_QAT_20250608_220648 - loss_main__MAX"
"500","1217.310791015625","1217.310791015625","1217.310791015625"
"510","1258.0892333984375","1258.0892333984375","1258.0892333984375"
"520","1207.99755859375","1207.99755859375","1207.99755859375"
"530","1235.4156494140625","1235.4156494140625","1235.4156494140625"
"540","1176.2911376953125","1176.2911376953125","1176.2911376953125"
"550","1144.0357666015625","1144.0357666015625","1144.0357666015625"
"560","1205.090087890625","1205.090087890625","1205.090087890625"
"570","1152.2911376953125","1152.2911376953125","1152.2911376953125"
"580","1158.2642822265625","1158.2642822265625","1158.2642822265625"
"590","1138.170654296875","1138.170654296875","1138.170654296875"
"600","1152.5526123046875","1152.5526123046875","1152.5526123046875"
"610","1187.739013671875","1187.739013671875","1187.739013671875"
"620","1143.5406494140625","1143.5406494140625","1143.5406494140625"
"630","1143.135986328125","1143.135986328125","1143.135986328125"
"640","1158.6358642578125","1158.6358642578125","1158.6358642578125"
"650","1143.49853515625","1143.49853515625","1143.49853515625"
"660","1112.192626953125","1112.192626953125","1112.192626953125"
"670","1120.5313720703125","1120.5313720703125","1120.5313720703125"
"680","1120.855224609375","1120.855224609375","1120.855224609375"
"690","1123.4766845703125","1123.4766845703125","1123.4766845703125"
"700","1102.1900634765625","1102.1900634765625","1102.1900634765625"
"710","1088.7733154296875","1088.7733154296875","1088.7733154296875"
"720","1096.1439208984375","1096.1439208984375","1096.1439208984375"
"730","1112.80078125","1112.80078125","1112.80078125"
"740","1082.19287109375","1082.19287109375","1082.19287109375"
"750","1088.72021484375","1088.72021484375","1088.72021484375"
"760","1103.7862548828125","1103.7862548828125","1103.7862548828125"
"770","1052.0177001953125","1052.0177001953125","1052.0177001953125"
"780","1084.218017578125","1084.218017578125","1084.218017578125"
"790","1067.97412109375","1067.97412109375","1067.97412109375"
"800","1062.30712890625","1062.30712890625","1062.30712890625"
"810","1084.203369140625","1084.203369140625","1084.203369140625"
"820","1071.1488037109375","1071.1488037109375","1071.1488037109375"
"830","1050.73486328125","1050.73486328125","1050.73486328125"
"840","1046.65869140625","1046.65869140625","1046.65869140625"
"850","1057.14990234375","1057.14990234375","1057.14990234375"
"860","1031.4049072265625","1031.4049072265625","1031.4049072265625"
"870","1046.72900390625","1046.72900390625","1046.72900390625"
"880","1045.68115234375","1045.68115234375","1045.68115234375"
"890","1017.5084838867188","1017.5084838867188","1017.5084838867188"
"900","1086.581298828125","1086.581298828125","1086.581298828125"
"910","1053.4202880859375","1053.4202880859375","1053.4202880859375"
"920","1032.377197265625","1032.377197265625","1032.377197265625"
"930","1033.2850341796875","1033.2850341796875","1033.2850341796875"
"940","1029.2098388671875","1029.2098388671875","1029.2098388671875"
"950","1035.4652099609375","1035.4652099609375","1035.4652099609375"
"960","1014.599365234375","1014.599365234375","1014.599365234375"
"970","1041.592529296875","1041.592529296875","1041.592529296875"
"980","1044.888427734375","1044.888427734375","1044.888427734375"
"990","999.135986328125","999.135986328125","999.135986328125"
"1000","1008.012451171875","1008.012451171875","1008.012451171875"
"1010","1000.5833740234375","1000.5833740234375","1000.5833740234375"
"1020","984.2326049804688","984.2326049804688","984.2326049804688"
"1030","995.474853515625","995.474853515625","995.474853515625"
"1040","1009.061767578125","1009.061767578125","1009.061767578125"
"1050","988.244384765625","988.244384765625","988.244384765625"
"1060","1013.364990234375","1013.364990234375","1013.364990234375"
"1070","988.1493530273438","988.1493530273438","988.1493530273438"
"1080","989.712646484375","989.712646484375","989.712646484375"
"1090","974.8115844726562","974.8115844726562","974.8115844726562"
"1100","967.3270874023438","967.3270874023438","967.3270874023438"
"1110","990.7445678710938","990.7445678710938","990.7445678710938"
"1120","982.7913818359375","982.7913818359375","982.7913818359375"
"1130","975.9740600585938","975.9740600585938","975.9740600585938"
"1140","978.069091796875","978.069091796875","978.069091796875"
"1150","966.344482421875","966.344482421875","966.344482421875"
"1160","1005.5682373046875","1005.5682373046875","1005.5682373046875"
"1170","988.0288696289062","988.0288696289062","988.0288696289062"
"1180","972.1232299804688","972.1232299804688","972.1232299804688"
"1190","979.2603759765625","979.2603759765625","979.2603759765625"
"1200","961.4834594726562","961.4834594726562","961.4834594726562"
"1210","975.7970581054688","975.7970581054688","975.7970581054688"
"1220","986.8277587890625","986.8277587890625","986.8277587890625"
"1230","950.357666015625","950.357666015625","950.357666015625"
"1240","955.08203125","955.08203125","955.08203125"
"1250","957.6386108398438","957.6386108398438","957.6386108398438"
"1260","966.9322509765625","966.9322509765625","966.9322509765625"
"1270","967.8232421875","967.8232421875","967.8232421875"
"1280","952.233642578125","952.233642578125","952.233642578125"
"1290","954.9740600585938","954.9740600585938","954.9740600585938"
"1300","969.8930053710938","969.8930053710938","969.8930053710938"
"1310","953.9558715820312","953.9558715820312","953.9558715820312"
"1320","950.9718627929688","950.9718627929688","950.9718627929688"
"1330","958.69384765625","958.69384765625","958.69384765625"
"1340","955.7750854492188","955.7750854492188","955.7750854492188"
"1350","945.27685546875","945.27685546875","945.27685546875"
"1360","941.854248046875","941.854248046875","941.854248046875"
"1370","932.669677734375","932.669677734375","932.669677734375"
"1380","974.6349487304688","974.6349487304688","974.6349487304688"
"1390","937.944580078125","937.944580078125","937.944580078125"
"1400","942.2149658203125","942.2149658203125","942.2149658203125"
"1410","949.547607421875","949.547607421875","949.547607421875"
"1420","941.4346923828125","941.4346923828125","941.4346923828125"
"1430","952.76513671875","952.76513671875","952.76513671875"
"1440","933.9061889648438","933.9061889648438","933.9061889648438"
"1450","941.9801025390625","941.9801025390625","941.9801025390625"
"1460","942.7525024414062","942.7525024414062","942.7525024414062"
"1470","911.8640747070312","911.8640747070312","911.8640747070312"
"1480","905.409423828125","905.409423828125","905.409423828125"
"1490","906.1790161132812","906.1790161132812","906.1790161132812"
"1500","923.77685546875","923.77685546875","923.77685546875"
"1510","917.6238403320312","917.6238403320312","917.6238403320312"
"1520","941.6356201171875","941.6356201171875","941.6356201171875"
"1530","930.674072265625","930.674072265625","930.674072265625"
"1540","908.3907470703125","908.3907470703125","908.3907470703125"
"1550","932.6251220703125","932.6251220703125","932.6251220703125"
"1560","921.4711303710938","921.4711303710938","921.4711303710938"
"1570","899.9442138671875","899.9442138671875","899.9442138671875"
"1580","910.3753662109375","910.3753662109375","910.3753662109375"
"1590","898.4769897460938","898.4769897460938","898.4769897460938"
"1600","920.2504272460938","920.2504272460938","920.2504272460938"
"1610","927.4207153320312","927.4207153320312","927.4207153320312"
"1620","902.1654663085938","902.1654663085938","902.1654663085938"
"1630","898.2277221679688","898.2277221679688","898.2277221679688"
"1640","883.780517578125","883.780517578125","883.780517578125"
"1650","901.6380615234375","901.6380615234375","901.6380615234375"
"1660","894.7623291015625","894.7623291015625","894.7623291015625"
"1670","913.7213134765625","913.7213134765625","913.7213134765625"
"1680","891.3035888671875","891.3035888671875","891.3035888671875"
"1690","880.7041015625","880.7041015625","880.7041015625"
"1700","870.1153564453125","870.1153564453125","870.1153564453125"
"1710","894.2408447265625","894.2408447265625","894.2408447265625"
"1720","889.10009765625","889.10009765625","889.10009765625"
"1730","901.87060546875","901.87060546875","901.87060546875"
"1740","895.47265625","895.47265625","895.47265625"
"1750","881.6759033203125","881.6759033203125","881.6759033203125"
"1760","879.19970703125","879.19970703125","879.19970703125"
"1770","888.5324096679688","888.5324096679688","888.5324096679688"
"1780","867.0552368164062","867.0552368164062","867.0552368164062"
"1790","872.9129028320312","872.9129028320312","872.9129028320312"
"1800","866.2470703125","866.2470703125","866.2470703125"
"1810","886.47265625","886.47265625","886.47265625"
"1820","880.034423828125","880.034423828125","880.034423828125"
"1830","915.6280517578125","915.6280517578125","915.6280517578125"
"1840","905.3137817382812","905.3137817382812","905.3137817382812"
"1850","903.9773559570312","903.9773559570312","903.9773559570312"
"1860","895.6442260742188","895.6442260742188","895.6442260742188"
"1870","887.3386840820312","887.3386840820312","887.3386840820312"
"1880","873.1890258789062","873.1890258789062","873.1890258789062"
"1890","864.7673950195312","864.7673950195312","864.7673950195312"
"1900","876.6998291015625","876.6998291015625","876.6998291015625"
"1910","875.2659301757812","875.2659301757812","875.2659301757812"
"1920","875.6439819335938","875.6439819335938","875.6439819335938"
"1930","864.1873168945312","864.1873168945312","864.1873168945312"
"1940","880.9893798828125","880.9893798828125","880.9893798828125"
"1950","867.3906860351562","867.3906860351562","867.3906860351562"
"1960","877.4111938476562","877.4111938476562","877.4111938476562"
"1970","864.91748046875","864.91748046875","864.91748046875"
"1980","862.2935791015625","862.2935791015625","862.2935791015625"
"1990","860.821533203125","860.821533203125","860.821533203125"
"2000","875.5015869140625","875.5015869140625","875.5015869140625"
"2010","858.648681640625","858.648681640625","858.648681640625"
"2020","856.8178100585938","856.8178100585938","856.8178100585938"
"2030","864.0595092773438","864.0595092773438","864.0595092773438"
"2040","854.7670288085938","854.7670288085938","854.7670288085938"
"2050","849.6514282226562","849.6514282226562","849.6514282226562"
"2060","845.7838745117188","845.7838745117188","845.7838745117188"
"2070","853.837158203125","853.837158203125","853.837158203125"
"2080","854.0111694335938","854.0111694335938","854.0111694335938"
"2090","863.6435546875","863.6435546875","863.6435546875"
"2100","843.4522705078125","843.4522705078125","843.4522705078125"
"2110","839.4339599609375","839.4339599609375","839.4339599609375"
"2120","846.0690307617188","846.0690307617188","846.0690307617188"
"2130","841.4788208007812","841.4788208007812","841.4788208007812"
"2140","836.4068603515625","836.4068603515625","836.4068603515625"
"2150","831.5610961914062","831.5610961914062","831.5610961914062"
"2160","838.3563842773438","838.3563842773438","838.3563842773438"
"2170","848.6966552734375","848.6966552734375","848.6966552734375"
"2180","840.1734619140625","840.1734619140625","840.1734619140625"
"2190","836.9794921875","836.9794921875","836.9794921875"
"2200","847.8268432617188","847.8268432617188","847.8268432617188"
"2210","839.5184326171875","839.5184326171875","839.5184326171875"
"2220","828.6991577148438","828.6991577148438","828.6991577148438"
"2230","835.0090942382812","835.0090942382812","835.0090942382812"
"2240","830.5457153320312","830.5457153320312","830.5457153320312"
"2250","827.20068359375","827.20068359375","827.20068359375"
"2260","839.399169921875","839.399169921875","839.399169921875"
"2270","830.1541137695312","830.1541137695312","830.1541137695312"
"2280","838.1571655273438","838.1571655273438","838.1571655273438"
"2290","828.0603637695312","828.0603637695312","828.0603637695312"
"2300","829.8383178710938","829.8383178710938","829.8383178710938"
"2310","825.7039184570312","825.7039184570312","825.7039184570312"
"2320","820.3273315429688","820.3273315429688","820.3273315429688"
"2330","818.34521484375","818.34521484375","818.34521484375"
"2340","820.2158203125","820.2158203125","820.2158203125"
"2350","829.1672973632812","829.1672973632812","829.1672973632812"
"2360","821.137939453125","821.137939453125","821.137939453125"
"2370","833.8502197265625","833.8502197265625","833.8502197265625"
"2380","834.8241577148438","834.8241577148438","834.8241577148438"
"2390","830.8145141601562","830.8145141601562","830.8145141601562"
"2400","824.1033935546875","824.1033935546875","824.1033935546875"
"2410","818.7894287109375","818.7894287109375","818.7894287109375"
"2420","814.57373046875","814.57373046875","814.57373046875"
"2430","821.7728881835938","821.7728881835938","821.7728881835938"
"2440","870.5633544921875","870.5633544921875","870.5633544921875"
"2450","837.4566650390625","837.4566650390625","837.4566650390625"
"2460","841.4002075195312","841.4002075195312","841.4002075195312"
"2470","839.1920166015625","839.1920166015625","839.1920166015625"
"2480","833.9725341796875","833.9725341796875","833.9725341796875"
"2490","833.6773071289062","833.6773071289062","833.6773071289062"
"2500","850.9014892578125","850.9014892578125","850.9014892578125"
"2510","829.3632202148438","829.3632202148438","829.3632202148438"
"2520","833.3005981445312","833.3005981445312","833.3005981445312"
"2530","818.3478393554688","818.3478393554688","818.3478393554688"
"2540","833.8252563476562","833.8252563476562","833.8252563476562"
"2550","830.1077880859375","830.1077880859375","830.1077880859375"
"2560","819.3881225585938","819.3881225585938","819.3881225585938"
"2570","811.148681640625","811.148681640625","811.148681640625"
"2580","798.80810546875","798.80810546875","798.80810546875"
"2590","819.5857543945312","819.5857543945312","819.5857543945312"
"2600","806.8851928710938","806.8851928710938","806.8851928710938"
"2610","819.6058349609375","819.6058349609375","819.6058349609375"
"2620","805.4368896484375","805.4368896484375","805.4368896484375"
"2630","810.8145141601562","810.8145141601562","810.8145141601562"
"2640","819.1927490234375","819.1927490234375","819.1927490234375"
"2650","826.1901245117188","826.1901245117188","826.1901245117188"
"2660","820.9790649414062","820.9790649414062","820.9790649414062"
"2670","815.84716796875","815.84716796875","815.84716796875"
"2680","814.3005981445312","814.3005981445312","814.3005981445312"
"2690","804.932373046875","804.932373046875","804.932373046875"
"2700","817.2910766601562","817.2910766601562","817.2910766601562"
"2710","821.0263061523438","821.0263061523438","821.0263061523438"
"2720","803.593505859375","803.593505859375","803.593505859375"
"2730","815.4214477539062","815.4214477539062","815.4214477539062"
"2740","811.1514282226562","811.1514282226562","811.1514282226562"
"2750","816.5086059570312","816.5086059570312","816.5086059570312"
"2760","810.4837036132812","810.4837036132812","810.4837036132812"
"2770","817.1589965820312","817.1589965820312","817.1589965820312"
"2780","800.0220947265625","800.0220947265625","800.0220947265625"
"2790","816.7346801757812","816.7346801757812","816.7346801757812"
"2800","806.3201904296875","806.3201904296875","806.3201904296875"
"2810","813.092529296875","813.092529296875","813.092529296875"
"2820","797.87646484375","797.87646484375","797.87646484375"
"2830","796.8821411132812","796.8821411132812","796.8821411132812"
"2840","804.8572387695312","804.8572387695312","804.8572387695312"
"2850","806.9869384765625","806.9869384765625","806.9869384765625"
"2860","801.8297729492188","801.8297729492188","801.8297729492188"
"2870","798.6818237304688","798.6818237304688","798.6818237304688"
"2880","805.73095703125","805.73095703125","805.73095703125"
"2890","795.9537963867188","795.9537963867188","795.9537963867188"
"2900","789.3492431640625","789.3492431640625","789.3492431640625"
"2910","796.7096557617188","796.7096557617188","796.7096557617188"
"2920","788.6669921875","788.6669921875","788.6669921875"
"2930","806.8451538085938","806.8451538085938","806.8451538085938"
"2940","784.7283325195312","784.7283325195312","784.7283325195312"
"2950","797.8141479492188","797.8141479492188","797.8141479492188"
"2960","799.4470825195312","799.4470825195312","799.4470825195312"
"2970","798.7388305664062","798.7388305664062","798.7388305664062"
"2980","785.2303466796875","785.2303466796875","785.2303466796875"
"2990","807.55908203125","807.55908203125","807.55908203125"
"3000","782.8828125","782.8828125","782.8828125"
"3010","777.513916015625","777.513916015625","777.513916015625"
"3020","780.94482421875","780.94482421875","780.94482421875"
"3030","790.0916748046875","790.0916748046875","790.0916748046875"
"3040","787.0328979492188","787.0328979492188","787.0328979492188"
"3050","839.8621826171875","839.8621826171875","839.8621826171875"
"3060","817.7691040039062","817.7691040039062","817.7691040039062"
"3070","812.6123046875","812.6123046875","812.6123046875"
"3080","816.5084228515625","816.5084228515625","816.5084228515625"
"3090","801.0986938476562","801.0986938476562","801.0986938476562"
"3100","809.2096557617188","809.2096557617188","809.2096557617188"
"3110","808.159912109375","808.159912109375","808.159912109375"
"3120","813.9605102539062","813.9605102539062","813.9605102539062"
"3130","808.7120971679688","808.7120971679688","808.7120971679688"
"3140","799.1255493164062","799.1255493164062","799.1255493164062"
"3150","798.4400024414062","798.4400024414062","798.4400024414062"
"3160","803.2639770507812","803.2639770507812","803.2639770507812"
"3170","804.4472045898438","804.4472045898438","804.4472045898438"
"3180","794.2725219726562","794.2725219726562","794.2725219726562"
"3190","790.986083984375","790.986083984375","790.986083984375"
"3200","798.2979736328125","798.2979736328125","798.2979736328125"
"3210","785.0936279296875","785.0936279296875","785.0936279296875"
"3220","805.19970703125","805.19970703125","805.19970703125"
"3230","784.4708251953125","784.4708251953125","784.4708251953125"
"3240","797.3714599609375","797.3714599609375","797.3714599609375"
"3250","784.5574951171875","784.5574951171875","784.5574951171875"
"3260","780.7787475585938","780.7787475585938","780.7787475585938"
"3270","790.44921875","790.44921875","790.44921875"
"3280","791.6676025390625","791.6676025390625","791.6676025390625"
"3290","791.3162841796875","791.3162841796875","791.3162841796875"
"3300","784.619384765625","784.619384765625","784.619384765625"
"3310","789.188720703125","789.188720703125","789.188720703125"
"3320","801.3046264648438","801.3046264648438","801.3046264648438"
"3330","790.1702880859375","790.1702880859375","790.1702880859375"
"3340","795.97412109375","795.97412109375","795.97412109375"
"3350","776.759765625","776.759765625","776.759765625"
"3360","775.8850708007812","775.8850708007812","775.8850708007812"
"3370","797.3302612304688","797.3302612304688","797.3302612304688"
"3380","785.4317626953125","785.4317626953125","785.4317626953125"
"3390","782.8482055664062","782.8482055664062","782.8482055664062"
"3400","775.0599975585938","775.0599975585938","775.0599975585938"
"3410","769.729248046875","769.729248046875","769.729248046875"
"3420","775.88916015625","775.88916015625","775.88916015625"
"3430","780.5225830078125","780.5225830078125","780.5225830078125"
"3440","780.506591796875","780.506591796875","780.506591796875"
"3450","779.5231323242188","779.5231323242188","779.5231323242188"
"3460","781.7389526367188","781.7389526367188","781.7389526367188"
"3470","777.9677124023438","777.9677124023438","777.9677124023438"
"3480","783.8499145507812","783.8499145507812","783.8499145507812"
"3490","780.394775390625","780.394775390625","780.394775390625"
"3500","772.5999145507812","772.5999145507812","772.5999145507812"
"3510","773.8655395507812","773.8655395507812","773.8655395507812"
"3520","775.8203125","775.8203125","775.8203125"
"3530","771.552734375","771.552734375","771.552734375"
"3540","767.6664428710938","767.6664428710938","767.6664428710938"
"3550","776.991943359375","776.991943359375","776.991943359375"
"3560","764.1895751953125","764.1895751953125","764.1895751953125"
"3570","772.6183471679688","772.6183471679688","772.6183471679688"
"3580","764.9766235351562","764.9766235351562","764.9766235351562"
"3590","764.1305541992188","764.1305541992188","764.1305541992188"
"3600","767.2893676757812","767.2893676757812","767.2893676757812"
"3610","774.5361938476562","774.5361938476562","774.5361938476562"
"3620","767.4899291992188","767.4899291992188","767.4899291992188"
"3630","768.3692016601562","768.3692016601562","768.3692016601562"
"3640","779.7017211914062","779.7017211914062","779.7017211914062"
"3650","766.9020385742188","766.9020385742188","766.9020385742188"
"3660","801.0238647460938","801.0238647460938","801.0238647460938"
"3670","801.694091796875","801.694091796875","801.694091796875"
"3680","787.9413452148438","787.9413452148438","787.9413452148438"
"3690","775.908203125","775.908203125","775.908203125"
"3700","772.5493774414062","772.5493774414062","772.5493774414062"
"3710","778.1365356445312","778.1365356445312","778.1365356445312"
"3720","771.024658203125","771.024658203125","771.024658203125"
"3730","767.73974609375","767.73974609375","767.73974609375"
"3740","767.8223266601562","767.8223266601562","767.8223266601562"
"3750","766.6066284179688","766.6066284179688","766.6066284179688"
"3760","771.9566040039062","771.9566040039062","771.9566040039062"
"3770","760.0560302734375","760.0560302734375","760.0560302734375"
"3780","767.432373046875","767.432373046875","767.432373046875"
"3790","780.1244506835938","780.1244506835938","780.1244506835938"
"3800","773.1112060546875","773.1112060546875","773.1112060546875"
"3810","769.9656982421875","769.9656982421875","769.9656982421875"
"3820","773.4724731445312","773.4724731445312","773.4724731445312"
"3830","782.0150146484375","782.0150146484375","782.0150146484375"
"3840","774.8712158203125","774.8712158203125","774.8712158203125"
"3850","773.0919189453125","773.0919189453125","773.0919189453125"
"3860","768.4854125976562","768.4854125976562","768.4854125976562"
"3870","774.9962768554688","774.9962768554688","774.9962768554688"
"3880","763.2818603515625","763.2818603515625","763.2818603515625"
"3890","762.9093017578125","762.9093017578125","762.9093017578125"
"3900","764.598876953125","764.598876953125","764.598876953125"
"3910","768.0801391601562","768.0801391601562","768.0801391601562"
"3920","767.4028930664062","767.4028930664062","767.4028930664062"
"3930","753.7098999023438","753.7098999023438","753.7098999023438"
"3940","762.6029052734375","762.6029052734375","762.6029052734375"
"3950","757.2553100585938","757.2553100585938","757.2553100585938"
"3960","755.8560180664062","755.8560180664062","755.8560180664062"
"3970","758.5388793945312","758.5388793945312","758.5388793945312"
"3980","763.007080078125","763.007080078125","763.007080078125"
"3990","755.3599243164062","755.3599243164062","755.3599243164062"
"4000","766.9227294921875","766.9227294921875","766.9227294921875"
"4010","753.8388061523438","753.8388061523438","753.8388061523438"
"4020","756.299560546875","756.299560546875","756.299560546875"
"4030","745.763671875","745.763671875","745.763671875"
"4040","748.6216430664062","748.6216430664062","748.6216430664062"
"4050","742.7453002929688","742.7453002929688","742.7453002929688"
"4060","769.6329956054688","769.6329956054688","769.6329956054688"
"4070","757.0072631835938","757.0072631835938","757.0072631835938"
"4080","750.625244140625","750.625244140625","750.625244140625"
"4090","741.532470703125","741.532470703125","741.532470703125"
"4100","751.19091796875","751.19091796875","751.19091796875"
"4110","752.3947143554688","752.3947143554688","752.3947143554688"
"4120","744.379638671875","744.379638671875","744.379638671875"
"4130","744.651611328125","744.651611328125","744.651611328125"
"4140","748.5206298828125","748.5206298828125","748.5206298828125"
"4150","749.79052734375","749.79052734375","749.79052734375"
"4160","742.1842651367188","742.1842651367188","742.1842651367188"
"4170","760.8197631835938","760.8197631835938","760.8197631835938"
"4180","750.967041015625","750.967041015625","750.967041015625"
"4190","755.4525756835938","755.4525756835938","755.4525756835938"
"4200","751.585693359375","751.585693359375","751.585693359375"
"4210","751.6463623046875","751.6463623046875","751.6463623046875"
"4220","748.4947509765625","748.4947509765625","748.4947509765625"
"4230","756.883056640625","756.883056640625","756.883056640625"
"4240","746.276123046875","746.276123046875","746.276123046875"
"4250","761.2883911132812","761.2883911132812","761.2883911132812"
"4260","758.4605712890625","758.4605712890625","758.4605712890625"
"4270","786.1101684570312","786.1101684570312","786.1101684570312"
"4280","768.7945556640625","768.7945556640625","768.7945556640625"
"4290","767.7649536132812","767.7649536132812","767.7649536132812"
"4300","766.7772216796875","766.7772216796875","766.7772216796875"
"4310","757.4788818359375","757.4788818359375","757.4788818359375"
"4320","755.7339477539062","755.7339477539062","755.7339477539062"
"4330","757.166259765625","757.166259765625","757.166259765625"
"4340","760.3306884765625","760.3306884765625","760.3306884765625"
"4350","757.7086791992188","757.7086791992188","757.7086791992188"
"4360","763.83740234375","763.83740234375","763.83740234375"
"4370","754.0697021484375","754.0697021484375","754.0697021484375"
"4380","755.3790893554688","755.3790893554688","755.3790893554688"
"4390","766.4818115234375","766.4818115234375","766.4818115234375"
"4400","755.0970458984375","755.0970458984375","755.0970458984375"
"4410","761.1236572265625","761.1236572265625","761.1236572265625"
"4420","759.7750244140625","759.7750244140625","759.7750244140625"
"4430","747.9761962890625","747.9761962890625","747.9761962890625"
"4440","755.790283203125","755.790283203125","755.790283203125"
"4450","757.1932983398438","757.1932983398438","757.1932983398438"
"4460","759.7258911132812","759.7258911132812","759.7258911132812"
"4470","744.4205322265625","744.4205322265625","744.4205322265625"
"4480","751.5450439453125","751.5450439453125","751.5450439453125"
"4490","744.4048461914062","744.4048461914062","744.4048461914062"
"4500","751.6837158203125","751.6837158203125","751.6837158203125"
"4510","747.6485595703125","747.6485595703125","747.6485595703125"
"4520","750.419921875","750.419921875","750.419921875"
"4530","744.2907104492188","744.2907104492188","744.2907104492188"
"4540","757.3223876953125","757.3223876953125","757.3223876953125"
"4550","748.2218627929688","748.2218627929688","748.2218627929688"
"4560","736.9025268554688","736.9025268554688","736.9025268554688"
"4570","753.9063110351562","753.9063110351562","753.9063110351562"
"4580","757.0708618164062","757.0708618164062","757.0708618164062"
"4590","745.2916870117188","745.2916870117188","745.2916870117188"
"4600","738.2275390625","738.2275390625","738.2275390625"
"4610","742.25732421875","742.25732421875","742.25732421875"
"4620","740.9716796875","740.9716796875","740.9716796875"
"4630","739.014892578125","739.014892578125","739.014892578125"
"4640","745.493408203125","745.493408203125","745.493408203125"
"4650","745.6282958984375","745.6282958984375","745.6282958984375"
"4660","740.5343627929688","740.5343627929688","740.5343627929688"
"4670","743.33349609375","743.33349609375","743.33349609375"
"4680","744.2046508789062","744.2046508789062","744.2046508789062"
"4690","732.3731689453125","732.3731689453125","732.3731689453125"
"4700","743.5186767578125","743.5186767578125","743.5186767578125"
"4710","738.346923828125","738.346923828125","738.346923828125"
"4720","733.0452880859375","733.0452880859375","733.0452880859375"
"4730","733.2185668945312","733.2185668945312","733.2185668945312"
"4740","742.5670776367188","742.5670776367188","742.5670776367188"
"4750","735.387451171875","735.387451171875","735.387451171875"
"4760","740.5191040039062","740.5191040039062","740.5191040039062"
"4770","733.4685668945312","733.4685668945312","733.4685668945312"
"4780","737.2174072265625","737.2174072265625","737.2174072265625"
"4790","744.7315673828125","744.7315673828125","744.7315673828125"
"4800","749.7711791992188","749.7711791992188","749.7711791992188"
"4810","744.5547485351562","744.5547485351562","744.5547485351562"
"4820","738.1776123046875","738.1776123046875","738.1776123046875"
"4830","731.9892578125","731.9892578125","731.9892578125"
"4840","734.3676147460938","734.3676147460938","734.3676147460938"
"4850","733.802978515625","733.802978515625","733.802978515625"
"4860","733.9154663085938","733.9154663085938","733.9154663085938"
"4870","736.88330078125","736.88330078125","736.88330078125"
