"Step","FSDP_BT_QAT_20250608_220648 - learning_rate","FSDP_BT_QAT_20250608_220648 - learning_rate__MIN","FSDP_BT_QAT_20250608_220648 - learning_rate__MAX"
"460","0.0003241719520789289","0.0003241719520789289","0.0003241719520789289"
"470","0.00033121916842847077","0.00033121916842847077","0.00033121916842847077"
"480","0.0003382663847780127","0.0003382663847780127","0.0003382663847780127"
"490","0.0003453136011275546","0.0003453136011275546","0.0003453136011275546"
"500","0.0003523608174770965","0.0003523608174770965","0.0003523608174770965"
"510","0.0003594080338266385","0.0003594080338266385","0.0003594080338266385"
"520","0.0003664552501761804","0.0003664552501761804","0.0003664552501761804"
"530","0.00037350246652572235","0.00037350246652572235","0.00037350246652572235"
"540","0.00038054968287526425","0.00038054968287526425","0.00038054968287526425"
"550","0.00038759689922480625","0.00038759689922480625","0.00038759689922480625"
"560","0.00039464411557434814","0.00039464411557434814","0.00039464411557434814"
"570","0.0004016913319238901","0.0004016913319238901","0.0004016913319238901"
"580","0.000408738548273432","0.000408738548273432","0.000408738548273432"
"590","0.00041578576462297394","0.00041578576462297394","0.00041578576462297394"
"600","0.0004228329809725159","0.0004228329809725159","0.0004228329809725159"
"610","0.0004298801973220578","0.0004298801973220578","0.0004298801973220578"
"620","0.00043692741367159973","0.00043692741367159973","0.00043692741367159973"
"630","0.0004439746300211416","0.0004439746300211416","0.0004439746300211416"
"640","0.0004510218463706836","0.0004510218463706836","0.0004510218463706836"
"650","0.0004580690627202255","0.0004580690627202255","0.0004580690627202255"
"660","0.00046511627906976747","0.00046511627906976747","0.00046511627906976747"
"670","0.00047216349541930936","0.00047216349541930936","0.00047216349541930936"
"680","0.0004792107117688513","0.0004792107117688513","0.0004792107117688513"
"690","0.00048625792811839326","0.00048625792811839326","0.00048625792811839326"
"700","0.0004933051444679352","0.0004933051444679352","0.0004933051444679352"
"710","0.0005003523608174772","0.0005003523608174772","0.0005003523608174772"
"720","0.000507399577167019","0.000507399577167019","0.000507399577167019"
"730","0.0005144467935165609","0.0005144467935165609","0.0005144467935165609"
"740","0.0005214940098661029","0.0005214940098661029","0.0005214940098661029"
"750","0.0005285412262156448","0.0005285412262156448","0.0005285412262156448"
"760","0.0005355884425651868","0.0005355884425651868","0.0005355884425651868"
"770","0.0005426356589147286","0.0005426356589147286","0.0005426356589147286"
"780","0.0005496828752642706","0.0005496828752642706","0.0005496828752642706"
"790","0.0005567300916138126","0.0005567300916138126","0.0005567300916138126"
"800","0.0005637773079633545","0.0005637773079633545","0.0005637773079633545"
"810","0.0005708245243128964","0.0005708245243128964","0.0005708245243128964"
"820","0.0005778717406624383","0.0005778717406624383","0.0005778717406624383"
"830","0.0005849189570119803","0.0005849189570119803","0.0005849189570119803"
"840","0.0005919661733615223","0.0005919661733615223","0.0005919661733615223"
"850","0.0005990133897110641","0.0005990133897110641","0.0005990133897110641"
"860","0.0006060606060606061","0.0006060606060606061","0.0006060606060606061"
"870","0.0006131078224101479","0.0006131078224101479","0.0006131078224101479"
"880","0.00062015503875969","0.00062015503875969","0.00062015503875969"
"890","0.0006272022551092319","0.0006272022551092319","0.0006272022551092319"
"900","0.0006342494714587737","0.0006342494714587737","0.0006342494714587737"
"910","0.0006412966878083157","0.0006412966878083157","0.0006412966878083157"
"920","0.0006483439041578578","0.0006483439041578578","0.0006483439041578578"
"930","0.0006553911205073996","0.0006553911205073996","0.0006553911205073996"
"940","0.0006624383368569415","0.0006624383368569415","0.0006624383368569415"
"950","0.0006694855532064834","0.0006694855532064834","0.0006694855532064834"
"960","0.0006765327695560254","0.0006765327695560254","0.0006765327695560254"
"970","0.0006835799859055674","0.0006835799859055674","0.0006835799859055674"
"980","0.0006906272022551092","0.0006906272022551092","0.0006906272022551092"
"990","0.0006976744186046512","0.0006976744186046512","0.0006976744186046512"
"1000","0.000704721634954193","0.000704721634954193","0.000704721634954193"
"1010","0.0007117688513037351","0.0007117688513037351","0.0007117688513037351"
"1020","0.000718816067653277","0.000718816067653277","0.000718816067653277"
"1030","0.0007258632840028189","0.0007258632840028189","0.0007258632840028189"
"1040","0.0007329105003523608","0.0007329105003523608","0.0007329105003523608"
"1050","0.0007399577167019029","0.0007399577167019029","0.0007399577167019029"
"1060","0.0007470049330514447","0.0007470049330514447","0.0007470049330514447"
"1070","0.0007540521494009867","0.0007540521494009867","0.0007540521494009867"
"1080","0.0007610993657505285","0.0007610993657505285","0.0007610993657505285"
"1090","0.0007681465821000704","0.0007681465821000704","0.0007681465821000704"
"1100","0.0007751937984496125","0.0007751937984496125","0.0007751937984496125"
"1110","0.0007822410147991543","0.0007822410147991543","0.0007822410147991543"
"1120","0.0007892882311486963","0.0007892882311486963","0.0007892882311486963"
"1130","0.0007963354474982381","0.0007963354474982381","0.0007963354474982381"
"1140","0.0008033826638477802","0.0008033826638477802","0.0008033826638477802"
"1150","0.0008104298801973221","0.0008104298801973221","0.0008104298801973221"
"1160","0.000817477096546864","0.000817477096546864","0.000817477096546864"
"1170","0.0008245243128964059","0.0008245243128964059","0.0008245243128964059"
"1180","0.0008315715292459479","0.0008315715292459479","0.0008315715292459479"
"1190","0.0008386187455954898","0.0008386187455954898","0.0008386187455954898"
"1200","0.0008456659619450318","0.0008456659619450318","0.0008456659619450318"
"1210","0.0008527131782945736","0.0008527131782945736","0.0008527131782945736"
"1220","0.0008597603946441156","0.0008597603946441156","0.0008597603946441156"
"1230","0.0008668076109936576","0.0008668076109936576","0.0008668076109936576"
"1240","0.0008738548273431995","0.0008738548273431995","0.0008738548273431995"
"1250","0.0008809020436927414","0.0008809020436927414","0.0008809020436927414"
"1260","0.0008879492600422832","0.0008879492600422832","0.0008879492600422832"
"1270","0.0008949964763918252","0.0008949964763918252","0.0008949964763918252"
"1280","0.0009020436927413672","0.0009020436927413672","0.0009020436927413672"
"1290","0.0009090909090909091","0.0009090909090909091","0.0009090909090909091"
"1300","0.000916138125440451","0.000916138125440451","0.000916138125440451"
"1310","0.000923185341789993","0.000923185341789993","0.000923185341789993"
"1320","0.0009302325581395349","0.0009302325581395349","0.0009302325581395349"
"1330","0.0009372797744890769","0.0009372797744890769","0.0009372797744890769"
"1340","0.0009443269908386187","0.0009443269908386187","0.0009443269908386187"
"1350","0.0009513742071881607","0.0009513742071881607","0.0009513742071881607"
"1360","0.0009584214235377026","0.0009584214235377026","0.0009584214235377026"
"1370","0.0009654686398872446","0.0009654686398872446","0.0009654686398872446"
"1380","0.0009725158562367865","0.0009725158562367865","0.0009725158562367865"
"1390","0.0009795630725863284","0.0009795630725863284","0.0009795630725863284"
"1400","0.0009866102889358704","0.0009866102889358704","0.0009866102889358704"
"1410","0.0009936575052854123","0.0009936575052854123","0.0009936575052854123"
"1420","0.0010007047216349543","0.0010007047216349543","0.0010007047216349543"
"1430","0.0010077519379844962","0.0010077519379844962","0.0010077519379844962"
"1440","0.001014799154334038","0.001014799154334038","0.001014799154334038"
"1450","0.00102184637068358","0.00102184637068358","0.00102184637068358"
"1460","0.0010288935870331219","0.0010288935870331219","0.0010288935870331219"
"1470","0.0010359408033826637","0.0010359408033826637","0.0010359408033826637"
"1480","0.0010429880197322058","0.0010429880197322058","0.0010429880197322058"
"1490","0.0010500352360817478","0.0010500352360817478","0.0010500352360817478"
"1500","0.0010570824524312897","0.0010570824524312897","0.0010570824524312897"
"1510","0.0010641296687808315","0.0010641296687808315","0.0010641296687808315"
"1520","0.0010711768851303736","0.0010711768851303736","0.0010711768851303736"
"1530","0.0010782241014799154","0.0010782241014799154","0.0010782241014799154"
"1540","0.0010852713178294573","0.0010852713178294573","0.0010852713178294573"
"1550","0.0010923185341789993","0.0010923185341789993","0.0010923185341789993"
"1560","0.0010993657505285412","0.0010993657505285412","0.0010993657505285412"
"1570","0.0011064129668780832","0.0011064129668780832","0.0011064129668780832"
"1580","0.0011134601832276253","0.0011134601832276253","0.0011134601832276253"
"1590","0.0011205073995771671","0.0011205073995771671","0.0011205073995771671"
"1600","0.001127554615926709","0.001127554615926709","0.001127554615926709"
"1610","0.0011346018322762508","0.0011346018322762508","0.0011346018322762508"
"1620","0.0011416490486257929","0.0011416490486257929","0.0011416490486257929"
"1630","0.0011486962649753347","0.0011486962649753347","0.0011486962649753347"
"1640","0.0011557434813248765","0.0011557434813248765","0.0011557434813248765"
"1650","0.0011627906976744186","0.0011627906976744186","0.0011627906976744186"
"1660","0.0011698379140239606","0.0011698379140239606","0.0011698379140239606"
"1670","0.0011768851303735025","0.0011768851303735025","0.0011768851303735025"
"1680","0.0011839323467230445","0.0011839323467230445","0.0011839323467230445"
"1690","0.0011909795630725864","0.0011909795630725864","0.0011909795630725864"
"1700","0.0011980267794221282","0.0011980267794221282","0.0011980267794221282"
"1710","0.0012050739957716703","0.0012050739957716703","0.0012050739957716703"
"1720","0.0012121212121212121","0.0012121212121212121","0.0012121212121212121"
"1730","0.001219168428470754","0.001219168428470754","0.001219168428470754"
"1740","0.0012262156448202958","0.0012262156448202958","0.0012262156448202958"
"1750","0.001233262861169838","0.001233262861169838","0.001233262861169838"
"1760","0.00124031007751938","0.00124031007751938","0.00124031007751938"
"1770","0.0012473572938689218","0.0012473572938689218","0.0012473572938689218"
"1780","0.0012544045102184638","0.0012544045102184638","0.0012544045102184638"
"1790","0.0012614517265680057","0.0012614517265680057","0.0012614517265680057"
"1800","0.0012684989429175475","0.0012684989429175475","0.0012684989429175475"
"1810","0.0012755461592670895","0.0012755461592670895","0.0012755461592670895"
"1820","0.0012825933756166314","0.0012825933756166314","0.0012825933756166314"
"1830","0.0012896405919661732","0.0012896405919661732","0.0012896405919661732"
"1840","0.0012966878083157155","0.0012966878083157155","0.0012966878083157155"
"1850","0.0013037350246652573","0.0013037350246652573","0.0013037350246652573"
"1860","0.0013107822410147992","0.0013107822410147992","0.0013107822410147992"
"1870","0.001317829457364341","0.001317829457364341","0.001317829457364341"
"1880","0.001324876673713883","0.001324876673713883","0.001324876673713883"
"1890","0.001331923890063425","0.001331923890063425","0.001331923890063425"
"1900","0.0013389711064129668","0.0013389711064129668","0.0013389711064129668"
"1910","0.0013460183227625088","0.0013460183227625088","0.0013460183227625088"
"1920","0.0013530655391120509","0.0013530655391120509","0.0013530655391120509"
"1930","0.0013601127554615927","0.0013601127554615927","0.0013601127554615927"
"1940","0.0013671599718111348","0.0013671599718111348","0.0013671599718111348"
"1950","0.0013742071881606766","0.0013742071881606766","0.0013742071881606766"
"1960","0.0013812544045102185","0.0013812544045102185","0.0013812544045102185"
"1970","0.0013883016208597605","0.0013883016208597605","0.0013883016208597605"
"1980","0.0013953488372093023","0.0013953488372093023","0.0013953488372093023"
"1990","0.0014023960535588442","0.0014023960535588442","0.0014023960535588442"
"2000","0.001409443269908386","0.001409443269908386","0.001409443269908386"
"2010","0.0014164904862579283","0.0014164904862579283","0.0014164904862579283"
"2020","0.0014235377026074701","0.0014235377026074701","0.0014235377026074701"
"2030","0.001430584918957012","0.001430584918957012","0.001430584918957012"
"2040","0.001437632135306554","0.001437632135306554","0.001437632135306554"
"2050","0.0014446793516560959","0.0014446793516560959","0.0014446793516560959"
"2060","0.0014517265680056377","0.0014517265680056377","0.0014517265680056377"
"2070","0.0014587737843551798","0.0014587737843551798","0.0014587737843551798"
"2080","0.0014658210007047216","0.0014658210007047216","0.0014658210007047216"
"2090","0.0014728682170542635","0.0014728682170542635","0.0014728682170542635"
"2100","0.0014799154334038057","0.0014799154334038057","0.0014799154334038057"
"2110","0.0014869626497533476","0.0014869626497533476","0.0014869626497533476"
"2120","0.0014940098661028894","0.0014940098661028894","0.0014940098661028894"
"2130","0.0015010570824524313","0.0015010570824524313","0.0015010570824524313"
"2140","0.0015081042988019733","0.0015081042988019733","0.0015081042988019733"
"2150","0.0015151515151515152","0.0015151515151515152","0.0015151515151515152"
"2160","0.001522198731501057","0.001522198731501057","0.001522198731501057"
"2170","0.001529245947850599","0.001529245947850599","0.001529245947850599"
"2180","0.0015362931642001409","0.0015362931642001409","0.0015362931642001409"
"2190","0.001543340380549683","0.001543340380549683","0.001543340380549683"
"2200","0.001550387596899225","0.001550387596899225","0.001550387596899225"
"2210","0.0015574348132487668","0.0015574348132487668","0.0015574348132487668"
"2220","0.0015644820295983087","0.0015644820295983087","0.0015644820295983087"
"2230","0.0015715292459478507","0.0015715292459478507","0.0015715292459478507"
"2240","0.0015785764622973926","0.0015785764622973926","0.0015785764622973926"
"2250","0.0015856236786469344","0.0015856236786469344","0.0015856236786469344"
"2260","0.0015926708949964763","0.0015926708949964763","0.0015926708949964763"
"2270","0.0015997181113460183","0.0015997181113460183","0.0015997181113460183"
"2280","0.0016067653276955604","0.0016067653276955604","0.0016067653276955604"
"2290","0.0016138125440451022","0.0016138125440451022","0.0016138125440451022"
"2300","0.0016208597603946443","0.0016208597603946443","0.0016208597603946443"
"2310","0.0016279069767441861","0.0016279069767441861","0.0016279069767441861"
"2320","0.001634954193093728","0.001634954193093728","0.001634954193093728"
"2330","0.00164200140944327","0.00164200140944327","0.00164200140944327"
"2340","0.0016490486257928118","0.0016490486257928118","0.0016490486257928118"
"2350","0.0016560958421423537","0.0016560958421423537","0.0016560958421423537"
"2360","0.0016631430584918957","0.0016631430584918957","0.0016631430584918957"
"2370","0.0016701902748414378","0.0016701902748414378","0.0016701902748414378"
"2380","0.0016772374911909796","0.0016772374911909796","0.0016772374911909796"
"2390","0.0016842847075405215","0.0016842847075405215","0.0016842847075405215"
"2400","0.0016913319238900635","0.0016913319238900635","0.0016913319238900635"
"2410","0.0016983791402396054","0.0016983791402396054","0.0016983791402396054"
"2420","0.0017054263565891472","0.0017054263565891472","0.0017054263565891472"
"2430","0.0017124735729386893","0.0017124735729386893","0.0017124735729386893"
"2440","0.0017195207892882311","0.0017195207892882311","0.0017195207892882311"
"2450","0.001726568005637773","0.001726568005637773","0.001726568005637773"
"2460","0.0017336152219873152","0.0017336152219873152","0.0017336152219873152"
"2470","0.001740662438336857","0.001740662438336857","0.001740662438336857"
"2480","0.001747709654686399","0.001747709654686399","0.001747709654686399"
"2490","0.001754756871035941","0.001754756871035941","0.001754756871035941"
"2500","0.0017618040873854828","0.0017618040873854828","0.0017618040873854828"
"2510","0.0017688513037350246","0.0017688513037350246","0.0017688513037350246"
"2520","0.0017758985200845665","0.0017758985200845665","0.0017758985200845665"
"2530","0.0017829457364341085","0.0017829457364341085","0.0017829457364341085"
"2540","0.0017899929527836504","0.0017899929527836504","0.0017899929527836504"
"2550","0.0017970401691331924","0.0017970401691331924","0.0017970401691331924"
"2560","0.0018040873854827345","0.0018040873854827345","0.0018040873854827345"
"2570","0.0018111346018322763","0.0018111346018322763","0.0018111346018322763"
"2580","0.0018181818181818182","0.0018181818181818182","0.0018181818181818182"
"2590","0.0018252290345313602","0.0018252290345313602","0.0018252290345313602"
"2600","0.001832276250880902","0.001832276250880902","0.001832276250880902"
"2610","0.001839323467230444","0.001839323467230444","0.001839323467230444"
"2620","0.001846370683579986","0.001846370683579986","0.001846370683579986"
"2630","0.0018534178999295278","0.0018534178999295278","0.0018534178999295278"
"2640","0.0018604651162790699","0.0018604651162790699","0.0018604651162790699"
"2650","0.0018675123326286117","0.0018675123326286117","0.0018675123326286117"
"2660","0.0018745595489781538","0.0018745595489781538","0.0018745595489781538"
"2670","0.0018816067653276956","0.0018816067653276956","0.0018816067653276956"
"2680","0.0018886539816772374","0.0018886539816772374","0.0018886539816772374"
"2690","0.0018957011980267795","0.0018957011980267795","0.0018957011980267795"
"2700","0.0019027484143763213","0.0019027484143763213","0.0019027484143763213"
"2710","0.0019097956307258632","0.0019097956307258632","0.0019097956307258632"
"2720","0.0019168428470754052","0.0019168428470754052","0.0019168428470754052"
"2730","0.0019238900634249473","0.0019238900634249473","0.0019238900634249473"
"2740","0.0019309372797744891","0.0019309372797744891","0.0019309372797744891"
"2750","0.001937984496124031","0.001937984496124031","0.001937984496124031"
"2760","0.001945031712473573","0.001945031712473573","0.001945031712473573"
"2770","0.0019520789288231149","0.0019520789288231149","0.0019520789288231149"
"2780","0.0019591261451726567","0.0019591261451726567","0.0019591261451726567"
"2790","0.0019661733615221988","0.0019661733615221988","0.0019661733615221988"
"2800","0.001973220577871741","0.001973220577871741","0.001973220577871741"
"2810","0.0019802677942212825","0.0019802677942212825","0.0019802677942212825"
"2820","0.0019873150105708245","0.0019873150105708245","0.0019873150105708245"
"2830","0.0019943622269203666","0.0019943622269203666","0.0019943622269203666"
"2840","0.001999999969745782","0.001999999969745782","0.001999999969745782"
"2850","0.001999998910848344","0.001999998910848344","0.001999998910848344"
"2860","0.0019999963392418356","0.0019999963392418356","0.0019999963392418356"
"2870","0.0019999922549301477","0.0019999922549301477","0.0019999922549301477"
"2880","0.001999986657919458","0.001999986657919458","0.001999986657919458"
"2890","0.0019999795482182336","0.0019999795482182336","0.0019999795482182336"
"2900","0.001999970925837229","0.001999970925837229","0.001999970925837229"
"2910","0.001999960790789488","0.001999960790789488","0.001999960790789488"
"2920","0.0019999491430903417","0.0019999491430903417","0.0019999491430903417"
"2930","0.0019999359827574093","0.0019999359827574093","0.0019999359827574093"
"2940","0.0019999213098105995","0.0019999213098105995","0.0019999213098105995"
"2950","0.001999905124272107","0.001999905124272107","0.001999905124272107"
"2960","0.0019998874261664165","0.0019998874261664165","0.0019998874261664165"
"2970","0.0019998682155203005","0.0019998682155203005","0.0019998682155203005"
"2980","0.0019998474923628184","0.0019998474923628184","0.0019998474923628184"
"2990","0.001999825256725319","0.001999825256725319","0.001999825256725319"
"3000","0.0019998015086414383","0.0019998015086414383","0.0019998015086414383"
"3010","0.001999776248147099","0.001999776248147099","0.001999776248147099"
"3020","0.001999749475280515","0.001999749475280515","0.001999749475280515"
"3030","0.0019997211900821842","0.0019997211900821842","0.0019997211900821842"
"3040","0.001999691392594895","0.001999691392594895","0.001999691392594895"
"3050","0.0019996600828637223","0.0019996600828637223","0.0019996600828637223"
"3060","0.001999627260936028","0.001999627260936028","0.001999627260936028"
"3070","0.0019995929268614623","0.0019995929268614623","0.0019995929268614623"
"3080","0.001999557080691963","0.001999557080691963","0.001999557080691963"
"3090","0.0019995197224817554","0.0019995197224817554","0.0019995197224817554"
"3100","0.0019994808522873506","0.0019994808522873506","0.0019994808522873506"
"3110","0.001999440470167549","0.001999440470167549","0.001999440470167549"
"3120","0.0019993985761834364","0.0019993985761834364","0.0019993985761834364"
"3130","0.0019993551703983863","0.0019993551703983863","0.0019993551703983863"
"3140","0.0019993102528780594","0.0019993102528780594","0.0019993102528780594"
"3150","0.001999263823690403","0.001999263823690403","0.001999263823690403"
"3160","0.001999215882905651","0.001999215882905651","0.001999215882905651"
"3170","0.0019991664305963235","0.0019991664305963235","0.0019991664305963235"
"3180","0.001999115466837228","0.001999115466837228","0.001999115466837228"
"3190","0.0019990629917054576","0.0019990629917054576","0.0019990629917054576"
"3200","0.0019990090052803924","0.0019990090052803924","0.0019990090052803924"
"3210","0.0019989535076436974","0.0019989535076436974","0.0019989535076436974"
"3220","0.0019988964988793254","0.0019988964988793254","0.0019988964988793254"
"3230","0.001998837979073514","0.001998837979073514","0.001998837979073514"
"3240","0.0019987779483147863","0.0019987779483147863","0.0019987779483147863"
"3250","0.0019987164066939517","0.0019987164066939517","0.0019987164066939517"
"3260","0.001998653354304105","0.001998653354304105","0.001998653354304105"
"3270","0.0019985887912406263","0.0019985887912406263","0.0019985887912406263"
"3280","0.0019985227176011803","0.0019985227176011803","0.0019985227176011803"
"3290","0.001998455133485718","0.001998455133485718","0.001998455133485718"
"3300","0.001998386038996474","0.001998386038996474","0.001998386038996474"
"3310","0.001998315434237969","0.001998315434237969","0.001998315434237969"
"3320","0.0019982433193170067","0.0019982433193170067","0.0019982433193170067"
"3330","0.0019981696943426764","0.0019981696943426764","0.0019981696943426764"
"3340","0.001998094559426352","0.001998094559426352","0.001998094559426352"
"3350","0.0019980179146816906","0.0019980179146816906","0.0019980179146816906"
"3360","0.0019979397602246326","0.0019979397602246326","0.0019979397602246326"
"3370","0.0019978600961734045","0.0019978600961734045","0.0019978600961734045"
"3380","0.001997778922648514","0.001997778922648514","0.001997778922648514"
"3390","0.0019976962397727535","0.0019976962397727535","0.0019976962397727535"
"3400","0.001997612047671198","0.001997612047671198","0.001997612047671198"
"3410","0.0019975263464712062","0.0019975263464712062","0.0019975263464712062"
"3420","0.001997439136302419","0.001997439136302419","0.001997439136302419"
"3430","0.0019973504172967607","0.0019973504172967607","0.0019973504172967607"
"3440","0.0019972601895884364","0.0019972601895884364","0.0019972601895884364"
"3450","0.0019971684533139356","0.0019971684533139356","0.0019971684533139356"
"3460","0.001997075208612028","0.001997075208612028","0.001997075208612028"
"3470","0.001996980455623766","0.001996980455623766","0.001996980455623766"
"3480","0.0019968841944924837","0.0019968841944924837","0.0019968841944924837"
"3490","0.0019967864253637962","0.0019967864253637962","0.0019967864253637962"
"3500","0.0019966871483856003","0.0019966871483856003","0.0019966871483856003"
"3510","0.0019965863637080726","0.0019965863637080726","0.0019965863637080726"
"3520","0.0019964840714836716","0.0019964840714836716","0.0019964840714836716"
"3530","0.001996380271867136","0.001996380271867136","0.001996380271867136"
"3540","0.0019962749650154843","0.0019962749650154843","0.0019962749650154843"
"3550","0.001996168151088015","0.001996168151088015","0.001996168151088015"
"3560","0.0019960598302463076","0.0019960598302463076","0.0019960598302463076"
"3570","0.001995950002654219","0.001995950002654219","0.001995950002654219"
"3580","0.0019958386684778883","0.0019958386684778883","0.0019958386684778883"
"3590","0.00199572582788573","0.00199572582788573","0.00199572582788573"
"3600","0.0019956114810484407","0.0019956114810484407","0.0019956114810484407"
"3610","0.001995495628138993","0.001995495628138993","0.001995495628138993"
"3620","0.0019953782693326394","0.0019953782693326394","0.0019953782693326394"
"3630","0.00199525940480691","0.00199525940480691","0.00199525940480691"
"3640","0.001995139034741612","0.001995139034741612","0.001995139034741612"
"3650","0.0019950171593188307","0.0019950171593188307","0.0019950171593188307"
"3660","0.0019948937787229283","0.0019948937787229283","0.0019948937787229283"
"3670","0.0019947688931405442","0.0019947688931405442","0.0019947688931405442"
"3680","0.001994642502760594","0.001994642502760594","0.001994642502760594"
"3690","0.0019945146077742695","0.0019945146077742695","0.0019945146077742695"
"3700","0.001994385208375039","0.001994385208375039","0.001994385208375039"
"3710","0.0019942543047586467","0.0019942543047586467","0.0019942543047586467"
"3720","0.0019941218971231117","0.0019941218971231117","0.0019941218971231117"
"3730","0.001993987985668728","0.001993987985668728","0.001993987985668728"
"3740","0.0019938525705980653","0.0019938525705980653","0.0019938525705980653"
"3750","0.0019937156521159676","0.0019937156521159676","0.0019937156521159676"
"3760","0.001993577230429553","0.001993577230429553","0.001993577230429553"
"3770","0.0019934373057482126","0.0019934373057482126","0.0019934373057482126"
"3780","0.001993295878283613","0.001993295878283613","0.001993295878283613"
"3790","0.0019931529482496925","0.0019931529482496925","0.0019931529482496925"
"3800","0.001993008515862663","0.001993008515862663","0.001993008515862663"
"3810","0.001992862581341009","0.001992862581341009","0.001992862581341009"
"3820","0.001992715144905487","0.001992715144905487","0.001992715144905487"
"3830","0.001992566206779126","0.001992566206779126","0.001992566206779126"
"3840","0.0019924157671872256","0.0019924157671872256","0.0019924157671872256"
"3850","0.0019922638263573586","0.0019922638263573586","0.0019922638263573586"
"3860","0.0019921103845193665","0.0019921103845193665","0.0019921103845193665"
"3870","0.001991955441905363","0.001991955441905363","0.001991955441905363"
"3880","0.001991798998749731","0.001991798998749731","0.001991798998749731"
"3890","0.001991641055289124","0.001991641055289124","0.001991641055289124"
"3900","0.0019914816117624647","0.0019914816117624647","0.0019914816117624647"
"3910","0.0019913206684109446","0.0019913206684109446","0.0019913206684109446"
"3920","0.001991158225478026","0.001991158225478026","0.001991158225478026"
"3930","0.0019909942832094358","0.0019909942832094358","0.0019909942832094358"
"3940","0.0019908288418531727","0.0019908288418531727","0.0019908288418531727"
"3950","0.0019906619016595013","0.0019906619016595013","0.0019906619016595013"
"3960","0.0019904934628809535","0.0019904934628809535","0.0019904934628809535"
"3970","0.0019903235257723293","0.0019903235257723293","0.0019903235257723293"
"3980","0.001990152090590693","0.001990152090590693","0.001990152090590693"
"3990","0.0019899791575953784","0.0019899791575953784","0.0019899791575953784"
"4000","0.0019898047270479812","0.0019898047270479812","0.0019898047270479812"
"4010","0.0019896287992123654","0.0019896287992123654","0.0019896287992123654"
"4020","0.001989451374354658","0.001989451374354658","0.001989451374354658"
"4030","0.001989272452743253","0.001989272452743253","0.001989272452743253"
"4040","0.001989092034648806","0.001989092034648806","0.001989092034648806"
"4050","0.001988910120344237","0.001988910120344237","0.001988910120344237"
