"Step","FSDP_BT_QAT_20250608_220648 - rank_z_projection","FSDP_BT_QAT_20250608_220648 - rank_z_projection__MIN","FSDP_BT_QAT_20250608_220648 - rank_z_projection__MAX"
"0","0.9761064648628235","0.9761064648628235","0.9761064648628235"
"10","0.97667396068573","0.97667396068573","0.97667396068573"
"20","0.9640687108039856","0.9640687108039856","0.9640687108039856"
"30","0.9581628441810608","0.9581628441810608","0.9581628441810608"
"40","0.9540565013885498","0.9540565013885498","0.9540565013885498"
"50","0.9563162922859192","0.9563162922859192","0.9563162922859192"
"60","0.961397647857666","0.961397647857666","0.961397647857666"
"70","0.963222861289978","0.963222861289978","0.963222861289978"
"80","0.9645863771438599","0.9645863771438599","0.9645863771438599"
"90","0.9678987860679626","0.9678987860679626","0.9678987860679626"
"100","0.9689971208572388","0.9689971208572388","0.9689971208572388"
"110","0.9708560109138489","0.9708560109138489","0.9708560109138489"
"120","0.9708831906318665","0.9708831906318665","0.9708831906318665"
"130","0.9692310094833374","0.9692310094833374","0.9692310094833374"
"140","0.9737482666969299","0.9737482666969299","0.9737482666969299"
"150","0.9739000797271729","0.9739000797271729","0.9739000797271729"
"160","0.9719228148460388","0.9719228148460388","0.9719228148460388"
"170","0.9744999408721924","0.9744999408721924","0.9744999408721924"
"180","0.9735873341560364","0.9735873341560364","0.9735873341560364"
"190","0.9721667170524597","0.9721667170524597","0.9721667170524597"
"200","0.9741019010543823","0.9741019010543823","0.9741019010543823"
"210","0.9753474593162537","0.9753474593162537","0.9753474593162537"
"220","0.9761308431625366","0.9761308431625366","0.9761308431625366"
"230","0.9760305285453796","0.9760305285453796","0.9760305285453796"
"240","0.9757581949234009","0.9757581949234009","0.9757581949234009"
"250","0.9744272828102112","0.9744272828102112","0.9744272828102112"
"260","0.9764493703842163","0.9764493703842163","0.9764493703842163"
"270","0.9771908521652222","0.9771908521652222","0.9771908521652222"
"280","0.9760203957557678","0.9760203957557678","0.9760203957557678"
"290","0.9775054454803467","0.9775054454803467","0.9775054454803467"
"300","0.9762740731239319","0.9762740731239319","0.9762740731239319"
"310","0.9768681526184082","0.9768681526184082","0.9768681526184082"
"320","0.9771249294281006","0.9771249294281006","0.9771249294281006"
"330","0.9766026735305786","0.9766026735305786","0.9766026735305786"
"340","0.9780292510986328","0.9780292510986328","0.9780292510986328"
"350","0.9788426756858826","0.9788426756858826","0.9788426756858826"
"360","0.9784465432167053","0.9784465432167053","0.9784465432167053"
"370","0.9784851670265198","0.9784851670265198","0.9784851670265198"
"380","0.9784318208694458","0.9784318208694458","0.9784318208694458"
"390","0.9791132211685181","0.9791132211685181","0.9791132211685181"
"400","0.9793411493301392","0.9793411493301392","0.9793411493301392"
"410","0.9787260890007019","0.9787260890007019","0.9787260890007019"
"420","0.9793080687522888","0.9793080687522888","0.9793080687522888"
"430","0.9797163605690002","0.9797163605690002","0.9797163605690002"
"440","0.9796291589736938","0.9796291589736938","0.9796291589736938"
"450","0.9802553653717041","0.9802553653717041","0.9802553653717041"
"460","0.9796186089515686","0.9796186089515686","0.9796186089515686"
"470","0.979766309261322","0.979766309261322","0.979766309261322"
"480","0.980157196521759","0.980157196521759","0.980157196521759"
"490","0.9809719920158386","0.9809719920158386","0.9809719920158386"
"500","0.9806753396987915","0.9806753396987915","0.9806753396987915"
"510","0.9801742434501648","0.9801742434501648","0.9801742434501648"
"520","0.9800369143486023","0.9800369143486023","0.9800369143486023"
"530","0.980252742767334","0.980252742767334","0.980252742767334"
"540","0.9815438389778137","0.9815438389778137","0.9815438389778137"
"550","0.9817394614219666","0.9817394614219666","0.9817394614219666"
"560","0.9809994101524353","0.9809994101524353","0.9809994101524353"
"570","0.9820406436920166","0.9820406436920166","0.9820406436920166"
"580","0.9816789031028748","0.9816789031028748","0.9816789031028748"
"590","0.9825112223625183","0.9825112223625183","0.9825112223625183"
"600","0.982109785079956","0.982109785079956","0.982109785079956"
"610","0.981797993183136","0.981797993183136","0.981797993183136"
"620","0.9823139905929565","0.9823139905929565","0.9823139905929565"
"630","0.9825648665428162","0.9825648665428162","0.9825648665428162"
"640","0.9819160103797913","0.9819160103797913","0.9819160103797913"
"650","0.9820325374603271","0.9820325374603271","0.9820325374603271"
"660","0.9830576777458191","0.9830576777458191","0.9830576777458191"
"670","0.9825904965400696","0.9825904965400696","0.9825904965400696"
"680","0.9829623699188232","0.9829623699188232","0.9829623699188232"
"690","0.9827283620834351","0.9827283620834351","0.9827283620834351"
"700","0.9833565354347229","0.9833565354347229","0.9833565354347229"
"710","0.9841524958610535","0.9841524958610535","0.9841524958610535"
"720","0.9837976694107056","0.9837976694107056","0.9837976694107056"
"730","0.9831973910331726","0.9831973910331726","0.9831973910331726"
"740","0.9839590787887573","0.9839590787887573","0.9839590787887573"
"750","0.983430027961731","0.983430027961731","0.983430027961731"
"760","0.9833940267562866","0.9833940267562866","0.9833940267562866"
"770","0.9842402935028076","0.9842402935028076","0.9842402935028076"
"780","0.9842497110366821","0.9842497110366821","0.9842497110366821"
"790","0.9845443367958069","0.9845443367958069","0.9845443367958069"
"800","0.9845782518386841","0.9845782518386841","0.9845782518386841"
"810","0.9843047857284546","0.9843047857284546","0.9843047857284546"
"820","0.983954906463623","0.983954906463623","0.983954906463623"
"830","0.9850022792816162","0.9850022792816162","0.9850022792816162"
"840","0.9847831130027771","0.9847831130027771","0.9847831130027771"
"850","0.9845101237297058","0.9845101237297058","0.9845101237297058"
"860","0.9850900173187256","0.9850900173187256","0.9850900173187256"
"870","0.9850159287452698","0.9850159287452698","0.9850159287452698"
"880","0.9847455024719238","0.9847455024719238","0.9847455024719238"
"890","0.985719621181488","0.985719621181488","0.985719621181488"
"900","0.9843360781669617","0.9843360781669617","0.9843360781669617"
"910","0.9843444228172302","0.9843444228172302","0.9843444228172302"
"920","0.9852168560028076","0.9852168560028076","0.9852168560028076"
"930","0.9854609370231628","0.9854609370231628","0.9854609370231628"
"940","0.9854658246040344","0.9854658246040344","0.9854658246040344"
"950","0.9854186773300171","0.9854186773300171","0.9854186773300171"
"960","0.9856270551681519","0.9856270551681519","0.9856270551681519"
"970","0.9850436449050903","0.9850436449050903","0.9850436449050903"
"980","0.9845987558364868","0.9845987558364868","0.9845987558364868"
"990","0.9861800074577332","0.9861800074577332","0.9861800074577332"
"1000","0.9858351945877075","0.9858351945877075","0.9858351945877075"
"1010","0.9862436652183533","0.9862436652183533","0.9862436652183533"
"1020","0.986977756023407","0.986977756023407","0.986977756023407"
"1030","0.9869276881217957","0.9869276881217957","0.9869276881217957"
"1040","0.985755980014801","0.985755980014801","0.985755980014801"
"1050","0.9865513443946838","0.9865513443946838","0.9865513443946838"
"1060","0.9858585000038147","0.9858585000038147","0.9858585000038147"
"1070","0.9868549108505249","0.9868549108505249","0.9868549108505249"
"1080","0.9864794015884399","0.9864794015884399","0.9864794015884399"
"1090","0.9867952466011047","0.9867952466011047","0.9867952466011047"
"1100","0.9870290756225586","0.9870290756225586","0.9870290756225586"
"1110","0.9863922595977783","0.9863922595977783","0.9863922595977783"
"1120","0.9864939451217651","0.9864939451217651","0.9864939451217651"
"1130","0.9871839880943298","0.9871839880943298","0.9871839880943298"
"1140","0.9865750074386597","0.9865750074386597","0.9865750074386597"
"1150","0.9869694113731384","0.9869694113731384","0.9869694113731384"
"1160","0.9864465594291687","0.9864465594291687","0.9864465594291687"
"1170","0.9862244129180908","0.9862244129180908","0.9862244129180908"
"1180","0.9864698648452759","0.9864698648452759","0.9864698648452759"
"1190","0.9868943095207214","0.9868943095207214","0.9868943095207214"
"1200","0.9871139526367188","0.9871139526367188","0.9871139526367188"
"1210","0.9867941737174988","0.9867941737174988","0.9867941737174988"
"1220","0.9864451289176941","0.9864451289176941","0.9864451289176941"
"1230","0.9871160984039307","0.9871160984039307","0.9871160984039307"
"1240","0.9874043464660645","0.9874043464660645","0.9874043464660645"
"1250","0.9873695969581604","0.9873695969581604","0.9873695969581604"
"1260","0.987156867980957","0.987156867980957","0.987156867980957"
"1270","0.9866388440132141","0.9866388440132141","0.9866388440132141"
"1280","0.987398624420166","0.987398624420166","0.987398624420166"
"1290","0.9876720905303955","0.9876720905303955","0.9876720905303955"
"1300","0.986791729927063","0.986791729927063","0.986791729927063"
"1310","0.9872897863388062","0.9872897863388062","0.9872897863388062"
"1320","0.9870672821998596","0.9870672821998596","0.9870672821998596"
"1330","0.9874783158302307","0.9874783158302307","0.9874783158302307"
"1340","0.9871535301208496","0.9871535301208496","0.9871535301208496"
"1350","0.9876703023910522","0.9876703023910522","0.9876703023910522"
"1360","0.9877256751060486","0.9877256751060486","0.9877256751060486"
"1370","0.987983763217926","0.987983763217926","0.987983763217926"
"1380","0.9856960773468018","0.9856960773468018","0.9856960773468018"
"1390","0.9873679876327515","0.9873679876327515","0.9873679876327515"
"1400","0.9876801371574402","0.9876801371574402","0.9876801371574402"
"1410","0.9875489473342896","0.9875489473342896","0.9875489473342896"
"1420","0.9875548481941223","0.9875548481941223","0.9875548481941223"
"1430","0.9869816303253174","0.9869816303253174","0.9869816303253174"
"1440","0.9875601530075073","0.9875601530075073","0.9875601530075073"
"1450","0.9872332811355591","0.9872332811355591","0.9872332811355591"
"1460","0.9871366024017334","0.9871366024017334","0.9871366024017334"
"1470","0.9882507920265198","0.9882507920265198","0.9882507920265198"
"1480","0.9883238673210144","0.9883238673210144","0.9883238673210144"
"1490","0.9882683157920837","0.9882683157920837","0.9882683157920837"
"1500","0.9873120188713074","0.9873120188713074","0.9873120188713074"
"1510","0.9880629777908325","0.9880629777908325","0.9880629777908325"
"1520","0.9871553182601929","0.9871553182601929","0.9871553182601929"
"1530","0.9866375923156738","0.9866375923156738","0.9866375923156738"
"1540","0.988085925579071","0.988085925579071","0.988085925579071"
"1550","0.9874078035354614","0.9874078035354614","0.9874078035354614"
"1560","0.9876320362091064","0.9876320362091064","0.9876320362091064"
"1570","0.988623857498169","0.988623857498169","0.988623857498169"
"1580","0.9883900284767151","0.9883900284767151","0.9883900284767151"
"1590","0.9882587194442749","0.9882587194442749","0.9882587194442749"
"1600","0.988291323184967","0.988291323184967","0.988291323184967"
"1610","0.9874343276023865","0.9874343276023865","0.9874343276023865"
"1620","0.9882451891899109","0.9882451891899109","0.9882451891899109"
"1630","0.9887340068817139","0.9887340068817139","0.9887340068817139"
"1640","0.9888874292373657","0.9888874292373657","0.9888874292373657"
"1650","0.9882479310035706","0.9882479310035706","0.9882479310035706"
"1660","0.9884820580482483","0.9884820580482483","0.9884820580482483"
"1670","0.9877214431762695","0.9877214431762695","0.9877214431762695"
"1680","0.9889920353889465","0.9889920353889465","0.9889920353889465"
"1690","0.9891306161880493","0.9891306161880493","0.9891306161880493"
"1700","0.9895005822181702","0.9895005822181702","0.9895005822181702"
"1710","0.9883324503898621","0.9883324503898621","0.9883324503898621"
"1720","0.9879194498062134","0.9879194498062134","0.9879194498062134"
"1730","0.9884594082832336","0.9884594082832336","0.9884594082832336"
"1740","0.9880194664001465","0.9880194664001465","0.9880194664001465"
"1750","0.988290548324585","0.988290548324585","0.988290548324585"
"1760","0.9887855648994446","0.9887855648994446","0.9887855648994446"
"1770","0.9879691004753113","0.9879691004753113","0.9879691004753113"
"1780","0.9889369010925293","0.9889369010925293","0.9889369010925293"
"1790","0.9889406561851501","0.9889406561851501","0.9889406561851501"
"1800","0.9892186522483826","0.9892186522483826","0.9892186522483826"
"1810","0.9881716966629028","0.9881716966629028","0.9881716966629028"
"1820","0.9885373711585999","0.9885373711585999","0.9885373711585999"
"1830","0.9872714281082153","0.9872714281082153","0.9872714281082153"
"1840","0.9875721335411072","0.9875721335411072","0.9875721335411072"
"1850","0.987621545791626","0.987621545791626","0.987621545791626"
"1860","0.9879553914070129","0.9879553914070129","0.9879553914070129"
"1870","0.9881610870361328","0.9881610870361328","0.9881610870361328"
"1880","0.9885400533676147","0.9885400533676147","0.9885400533676147"
"1890","0.9890674948692322","0.9890674948692322","0.9890674948692322"
"1900","0.9885384440422058","0.9885384440422058","0.9885384440422058"
"1910","0.9887107014656067","0.9887107014656067","0.9887107014656067"
"1920","0.9877216219902039","0.9877216219902039","0.9877216219902039"
"1930","0.9889032244682312","0.9889032244682312","0.9889032244682312"
"1940","0.9884577393531799","0.9884577393531799","0.9884577393531799"
"1950","0.9882612824440002","0.9882612824440002","0.9882612824440002"
"1960","0.9886512756347656","0.9886512756347656","0.9886512756347656"
"1970","0.9892098307609558","0.9892098307609558","0.9892098307609558"
"1980","0.9893631339073181","0.9893631339073181","0.9893631339073181"
"1990","0.9889995455741882","0.9889995455741882","0.9889995455741882"
"2000","0.9884336590766907","0.9884336590766907","0.9884336590766907"
"2010","0.9888790845870972","0.9888790845870972","0.9888790845870972"
"2020","0.9888662099838257","0.9888662099838257","0.9888662099838257"
"2030","0.9885329604148865","0.9885329604148865","0.9885329604148865"
"2040","0.9890127182006836","0.9890127182006836","0.9890127182006836"
"2050","0.9892549514770508","0.9892549514770508","0.9892549514770508"
"2060","0.9895183444023132","0.9895183444023132","0.9895183444023132"
"2070","0.9888272881507874","0.9888272881507874","0.9888272881507874"
"2080","0.9891108274459839","0.9891108274459839","0.9891108274459839"
"2090","0.9882794618606567","0.9882794618606567","0.9882794618606567"
"2100","0.9893721342086792","0.9893721342086792","0.9893721342086792"
"2110","0.9891809821128845","0.9891809821128845","0.9891809821128845"
"2120","0.9894359111785889","0.9894359111785889","0.9894359111785889"
"2130","0.989041268825531","0.989041268825531","0.989041268825531"
"2140","0.989847719669342","0.989847719669342","0.989847719669342"
"2150","0.9892439246177673","0.9892439246177673","0.9892439246177673"
"2160","0.9887551665306091","0.9887551665306091","0.9887551665306091"
"2170","0.9889495968818665","0.9889495968818665","0.9889495968818665"
"2180","0.9888490438461304","0.9888490438461304","0.9888490438461304"
"2190","0.9892576932907104","0.9892576932907104","0.9892576932907104"
"2200","0.988508939743042","0.988508939743042","0.988508939743042"
"2210","0.9887807369232178","0.9887807369232178","0.9887807369232178"
"2220","0.9898157715797424","0.9898157715797424","0.9898157715797424"
"2230","0.9889760613441467","0.9889760613441467","0.9889760613441467"
"2240","0.9891602396965027","0.9891602396965027","0.9891602396965027"
"2250","0.9893210530281067","0.9893210530281067","0.9893210530281067"
"2260","0.9886536598205566","0.9886536598205566","0.9886536598205566"
"2270","0.9887966513633728","0.9887966513633728","0.9887966513633728"
"2280","0.9887539744377136","0.9887539744377136","0.9887539744377136"
"2290","0.9894810914993286","0.9894810914993286","0.9894810914993286"
"2300","0.9889780282974243","0.9889780282974243","0.9889780282974243"
"2310","0.9891718029975891","0.9891718029975891","0.9891718029975891"
"2320","0.9890981912612915","0.9890981912612915","0.9890981912612915"
"2330","0.9900287985801697","0.9900287985801697","0.9900287985801697"
"2340","0.9889984130859375","0.9889984130859375","0.9889984130859375"
"2350","0.9887935519218445","0.9887935519218445","0.9887935519218445"
"2360","0.9892866015434265","0.9892866015434265","0.9892866015434265"
"2370","0.9892169237136841","0.9892169237136841","0.9892169237136841"
"2380","0.9886429309844971","0.9886429309844971","0.9886429309844971"
"2390","0.9889203906059265","0.9889203906059265","0.9889203906059265"
"2400","0.9889846444129944","0.9889846444129944","0.9889846444129944"
"2410","0.9893782734870911","0.9893782734870911","0.9893782734870911"
"2420","0.9897617697715759","0.9897617697715759","0.9897617697715759"
"2430","0.9892048835754395","0.9892048835754395","0.9892048835754395"
"2440","0.9882270097732544","0.9882270097732544","0.9882270097732544"
"2450","0.9898926615715027","0.9898926615715027","0.9898926615715027"
"2460","0.9888703227043152","0.9888703227043152","0.9888703227043152"
"2470","0.9886301755905151","0.9886301755905151","0.9886301755905151"
"2480","0.9891107678413391","0.9891107678413391","0.9891107678413391"
"2490","0.9891765117645264","0.9891765117645264","0.9891765117645264"
"2500","0.9885398745536804","0.9885398745536804","0.9885398745536804"
"2510","0.9891945123672485","0.9891945123672485","0.9891945123672485"
"2520","0.9893667697906494","0.9893667697906494","0.9893667697906494"
"2530","0.9896721243858337","0.9896721243858337","0.9896721243858337"
"2540","0.988952100276947","0.988952100276947","0.988952100276947"
"2550","0.9891897439956665","0.9891897439956665","0.9891897439956665"
"2560","0.9897118210792542","0.9897118210792542","0.9897118210792542"
"2570","0.9900099039077759","0.9900099039077759","0.9900099039077759"
"2580","0.9906378984451294","0.9906378984451294","0.9906378984451294"
"2590","0.9894404411315918","0.9894404411315918","0.9894404411315918"
"2600","0.9899699687957764","0.9899699687957764","0.9899699687957764"
"2610","0.9891859889030457","0.9891859889030457","0.9891859889030457"
"2620","0.990264892578125","0.990264892578125","0.990264892578125"
"2630","0.9895292520523071","0.9895292520523071","0.9895292520523071"
"2640","0.9894222617149353","0.9894222617149353","0.9894222617149353"
"2650","0.989338219165802","0.989338219165802","0.989338219165802"
"2660","0.9890940189361572","0.9890940189361572","0.9890940189361572"
"2670","0.990103542804718","0.990103542804718","0.990103542804718"
"2680","0.9896981120109558","0.9896981120109558","0.9896981120109558"
"2690","0.989788293838501","0.989788293838501","0.989788293838501"
"2700","0.9889199733734131","0.9889199733734131","0.9889199733734131"
"2710","0.9885253310203552","0.9885253310203552","0.9885253310203552"
"2720","0.989890456199646","0.989890456199646","0.989890456199646"
"2730","0.9893991351127625","0.9893991351127625","0.9893991351127625"
"2740","0.9903908371925354","0.9903908371925354","0.9903908371925354"
"2750","0.9896359443664551","0.9896359443664551","0.9896359443664551"
"2760","0.989970862865448","0.989970862865448","0.989970862865448"
"2770","0.9896440505981445","0.9896440505981445","0.9896440505981445"
"2780","0.9900928735733032","0.9900928735733032","0.9900928735733032"
"2790","0.9889582991600037","0.9889582991600037","0.9889582991600037"
"2800","0.9898321628570557","0.9898321628570557","0.9898321628570557"
"2810","0.989638090133667","0.989638090133667","0.989638090133667"
"2820","0.9902440309524536","0.9902440309524536","0.9902440309524536"
"2830","0.989932119846344","0.989932119846344","0.989932119846344"
"2840","0.9897493720054626","0.9897493720054626","0.9897493720054626"
"2850","0.9893438816070557","0.9893438816070557","0.9893438816070557"
"2860","0.9899471402168274","0.9899471402168274","0.9899471402168274"
"2870","0.9900968074798584","0.9900968074798584","0.9900968074798584"
"2880","0.9899797439575195","0.9899797439575195","0.9899797439575195"
"2890","0.9900583028793335","0.9900583028793335","0.9900583028793335"
"2900","0.9904099702835083","0.9904099702835083","0.9904099702835083"
"2910","0.9900609254837036","0.9900609254837036","0.9900609254837036"
"2920","0.9899821281433105","0.9899821281433105","0.9899821281433105"
"2930","0.989895761013031","0.989895761013031","0.989895761013031"
"2940","0.9903798699378967","0.9903798699378967","0.9903798699378967"
"2950","0.9897084832191467","0.9897084832191467","0.9897084832191467"
"2960","0.9901320338249207","0.9901320338249207","0.9901320338249207"
"2970","0.9898237586021423","0.9898237586021423","0.9898237586021423"
"2980","0.9908369183540344","0.9908369183540344","0.9908369183540344"
"2990","0.98921799659729","0.98921799659729","0.98921799659729"
"3000","0.9905995726585388","0.9905995726585388","0.9905995726585388"
"3010","0.9908256530761719","0.9908256530761719","0.9908256530761719"
"3020","0.9907392263412476","0.9907392263412476","0.9907392263412476"
"3030","0.9901727437973022","0.9901727437973022","0.9901727437973022"
"3040","0.9903748035430908","0.9903748035430908","0.9903748035430908"
"3050","0.9874963164329529","0.9874963164329529","0.9874963164329529"
"3060","0.9890968799591064","0.9890968799591064","0.9890968799591064"
"3070","0.9890447854995728","0.9890447854995728","0.9890447854995728"
"3080","0.9886385202407837","0.9886385202407837","0.9886385202407837"
"3090","0.9893776774406433","0.9893776774406433","0.9893776774406433"
"3100","0.9893187284469604","0.9893187284469604","0.9893187284469604"
"3110","0.9889102578163147","0.9889102578163147","0.9889102578163147"
"3120","0.9885907769203186","0.9885907769203186","0.9885907769203186"
"3130","0.9890320301055908","0.9890320301055908","0.9890320301055908"
"3140","0.9896632432937622","0.9896632432937622","0.9896632432937622"
"3150","0.9898114204406738","0.9898114204406738","0.9898114204406738"
"3160","0.9892299175262451","0.9892299175262451","0.9892299175262451"
"3170","0.9892427921295166","0.9892427921295166","0.9892427921295166"
"3180","0.9896132946014404","0.9896132946014404","0.9896132946014404"
"3190","0.989875316619873","0.989875316619873","0.989875316619873"
"3200","0.9892647862434387","0.9892647862434387","0.9892647862434387"
"3210","0.9903604984283447","0.9903604984283447","0.9903604984283447"
"3220","0.9893479347229004","0.9893479347229004","0.9893479347229004"
"3230","0.9895244240760803","0.9895244240760803","0.9895244240760803"
"3240","0.9891886115074158","0.9891886115074158","0.9891886115074158"
"3250","0.9900265336036682","0.9900265336036682","0.9900265336036682"
"3260","0.990483820438385","0.990483820438385","0.990483820438385"
"3270","0.9897981286048889","0.9897981286048889","0.9897981286048889"
"3280","0.989942193031311","0.989942193031311","0.989942193031311"
"3290","0.9898905158042908","0.9898905158042908","0.9898905158042908"
"3300","0.9899333119392395","0.9899333119392395","0.9899333119392395"
"3310","0.9899351000785828","0.9899351000785828","0.9899351000785828"
"3320","0.989477276802063","0.989477276802063","0.989477276802063"
"3330","0.990183413028717","0.990183413028717","0.990183413028717"
"3340","0.9887467622756958","0.9887467622756958","0.9887467622756958"
"3350","0.9901695251464844","0.9901695251464844","0.9901695251464844"
"3360","0.9905903935432434","0.9905903935432434","0.9905903935432434"
"3370","0.9892020225524902","0.9892020225524902","0.9892020225524902"
"3380","0.989654004573822","0.989654004573822","0.989654004573822"
"3390","0.9898268580436707","0.9898268580436707","0.9898268580436707"
"3400","0.9903594851493835","0.9903594851493835","0.9903594851493835"
"3410","0.9904206991195679","0.9904206991195679","0.9904206991195679"
"3420","0.9903923869132996","0.9903923869132996","0.9903923869132996"
"3430","0.9897924065589905","0.9897924065589905","0.9897924065589905"
"3440","0.9904254674911499","0.9904254674911499","0.9904254674911499"
"3450","0.9898861050605774","0.9898861050605774","0.9898861050605774"
"3460","0.9901608824729919","0.9901608824729919","0.9901608824729919"
"3470","0.9901930689811707","0.9901930689811707","0.9901930689811707"
"3480","0.9898231029510498","0.9898231029510498","0.9898231029510498"
"3490","0.9896265268325806","0.9896265268325806","0.9896265268325806"
"3500","0.9906212091445923","0.9906212091445923","0.9906212091445923"
"3510","0.9906334280967712","0.9906334280967712","0.9906334280967712"
"3520","0.9902706742286682","0.9902706742286682","0.9902706742286682"
"3530","0.9905251264572144","0.9905251264572144","0.9905251264572144"
"3540","0.9903680086135864","0.9903680086135864","0.9903680086135864"
"3550","0.9900363087654114","0.9900363087654114","0.9900363087654114"
"3560","0.9905509948730469","0.9905509948730469","0.9905509948730469"
"3570","0.9907684922218323","0.9907684922218323","0.9907684922218323"
"3580","0.9908559322357178","0.9908559322357178","0.9908559322357178"
"3590","0.9907322525978088","0.9907322525978088","0.9907322525978088"
"3600","0.9907482266426086","0.9907482266426086","0.9907482266426086"
"3610","0.9903374314308167","0.9903374314308167","0.9903374314308167"
"3620","0.9903945326805115","0.9903945326805115","0.9903945326805115"
"3630","0.990220308303833","0.990220308303833","0.990220308303833"
"3640","0.9897471070289612","0.9897471070289612","0.9897471070289612"
"3650","0.9910841584205627","0.9910841584205627","0.9910841584205627"
"3660","0.9901971220970154","0.9901971220970154","0.9901971220970154"
"3670","0.989815354347229","0.989815354347229","0.989815354347229"
"3680","0.9902665615081787","0.9902665615081787","0.9902665615081787"
"3690","0.9911504983901978","0.9911504983901978","0.9911504983901978"
"3700","0.9913856387138367","0.9913856387138367","0.9913856387138367"
"3710","0.9908764362335205","0.9908764362335205","0.9908764362335205"
