"Step","FSDP_BT_QAT_20250608_220648 - rank_z_projection","FSDP_BT_QAT_20250608_220648 - rank_z_projection__MIN","FSDP_BT_QAT_20250608_220648 - rank_z_projection__MAX"
"3720","0.9914693832397461","0.9914693832397461","0.9914693832397461"
"3730","0.9913673996925354","0.9913673996925354","0.9913673996925354"
"3740","0.9916927814483643","0.9916927814483643","0.9916927814483643"
"3750","0.9913787841796875","0.9913787841796875","0.9913787841796875"
"3760","0.9909889698028564","0.9909889698028564","0.9909889698028564"
"3770","0.991632342338562","0.991632342338562","0.991632342338562"
"3780","0.9910848140716553","0.9910848140716553","0.9910848140716553"
"3790","0.990178644657135","0.990178644657135","0.990178644657135"
"3800","0.9907642602920532","0.9907642602920532","0.9907642602920532"
"3810","0.9915199875831604","0.9915199875831604","0.9915199875831604"
"3820","0.9907249808311462","0.9907249808311462","0.9907249808311462"
"3830","0.990496039390564","0.990496039390564","0.990496039390564"
"3840","0.9902973175048828","0.9902973175048828","0.9902973175048828"
"3850","0.9907990097999573","0.9907990097999573","0.9907990097999573"
"3860","0.9908643364906311","0.9908643364906311","0.9908643364906311"
"3870","0.9910763502120972","0.9910763502120972","0.9910763502120972"
"3880","0.9913395643234253","0.9913395643234253","0.9913395643234253"
"3890","0.9913521409034729","0.9913521409034729","0.9913521409034729"
"3900","0.9916396141052246","0.9916396141052246","0.9916396141052246"
"3910","0.9907999038696289","0.9907999038696289","0.9907999038696289"
"3920","0.9910324215888977","0.9910324215888977","0.9910324215888977"
"3930","0.9920920729637146","0.9920920729637146","0.9920920729637146"
"3940","0.9911600947380066","0.9911600947380066","0.9911600947380066"
"3950","0.9918017983436584","0.9918017983436584","0.9918017983436584"
"3960","0.9918752312660217","0.9918752312660217","0.9918752312660217"
"3970","0.9918108582496643","0.9918108582496643","0.9918108582496643"
"3980","0.9908542037010193","0.9908542037010193","0.9908542037010193"
"3990","0.9916170239448547","0.9916170239448547","0.9916170239448547"
"4000","0.9908769726753235","0.9908769726753235","0.9908769726753235"
"4010","0.9920984506607056","0.9920984506607056","0.9920984506607056"
"4020","0.9916239380836487","0.9916239380836487","0.9916239380836487"
"4030","0.9920030236244202","0.9920030236244202","0.9920030236244202"
"4040","0.9919077754020691","0.9919077754020691","0.9919077754020691"
"4050","0.9928146600723267","0.9928146600723267","0.9928146600723267"
"4060","0.9912663102149963","0.9912663102149963","0.9912663102149963"
"4070","0.991456925868988","0.991456925868988","0.991456925868988"
"4080","0.9919600486755371","0.9919600486755371","0.9919600486755371"
"4090","0.9924446940422058","0.9924446940422058","0.9924446940422058"
"4100","0.9919053316116333","0.9919053316116333","0.9919053316116333"
"4110","0.9913282990455627","0.9913282990455627","0.9913282990455627"
"4120","0.9922579526901245","0.9922579526901245","0.9922579526901245"
"4130","0.9916666746139526","0.9916666746139526","0.9916666746139526"
"4140","0.9919230937957764","0.9919230937957764","0.9919230937957764"
"4150","0.9914348125457764","0.9914348125457764","0.9914348125457764"
"4160","0.9920514225959778","0.9920514225959778","0.9920514225959778"
"4170","0.9910025596618652","0.9910025596618652","0.9910025596618652"
"4180","0.9913725256919861","0.9913725256919861","0.9913725256919861"
"4190","0.9914588332176208","0.9914588332176208","0.9914588332176208"
"4200","0.9915186166763306","0.9915186166763306","0.9915186166763306"
"4210","0.9915449023246765","0.9915449023246765","0.9915449023246765"
"4220","0.9913979768753052","0.9913979768753052","0.9913979768753052"
"4230","0.991023063659668","0.991023063659668","0.991023063659668"
"4240","0.9917770028114319","0.9917770028114319","0.9917770028114319"
"4250","0.9908033609390259","0.9908033609390259","0.9908033609390259"
"4260","0.9909864068031311","0.9909864068031311","0.9909864068031311"
"4270","0.9892578125","0.9892578125","0.9892578125"
"4280","0.9905437231063843","0.9905437231063843","0.9905437231063843"
"4290","0.9907947778701782","0.9907947778701782","0.9907947778701782"
"4300","0.9906314015388489","0.9906314015388489","0.9906314015388489"
"4310","0.991135835647583","0.991135835647583","0.991135835647583"
"4320","0.9910174012184143","0.9910174012184143","0.9910174012184143"
"4330","0.9911201000213623","0.9911201000213623","0.9911201000213623"
"4340","0.9909452795982361","0.9909452795982361","0.9909452795982361"
"4350","0.9911467432975769","0.9911467432975769","0.9911467432975769"
"4360","0.9909444451332092","0.9909444451332092","0.9909444451332092"
"4370","0.9908281564712524","0.9908281564712524","0.9908281564712524"
"4380","0.9911556839942932","0.9911556839942932","0.9911556839942932"
