"Step","FSDP_BT_QAT_20250608_220648 - total_loss","FSDP_BT_QAT_20250608_220648 - total_loss__MIN","FSDP_BT_QAT_20250608_220648 - total_loss__MAX"
"380","1954.7352294921875","1954.7352294921875","1954.7352294921875"
"390","1559.17919921875","1559.17919921875","1559.17919921875"
"400","2112.642578125","2112.642578125","2112.642578125"
"410","2354.6875","2354.6875","2354.6875"
"420","2062.6240234375","2062.6240234375","2062.6240234375"
"430","1352.34814453125","1352.34814453125","1352.34814453125"
"440","2513.713623046875","2513.713623046875","2513.713623046875"
"450","2107.52099609375","2107.52099609375","2107.52099609375"
"460","2515.909423828125","2515.909423828125","2515.909423828125"
"470","2165.80908203125","2165.80908203125","2165.80908203125"
"480","1580.1551513671875","1580.1551513671875","1580.1551513671875"
"490","1440.55322265625","1440.55322265625","1440.55322265625"
"500","2576.5908203125","2576.5908203125","2576.5908203125"
"510","1525.9434814453125","1525.9434814453125","1525.9434814453125"
"520","1268.896484375","1268.896484375","1268.896484375"
"530","1295.2847900390625","1295.2847900390625","1295.2847900390625"
"540","2443.33935546875","2443.33935546875","2443.33935546875"
"550","1425.3798828125","1425.3798828125","1425.3798828125"
"560","1386.939453125","1386.939453125","1386.939453125"
"570","1943.3843994140625","1943.3843994140625","1943.3843994140625"
"580","1329.2169189453125","1329.2169189453125","1329.2169189453125"
"590","2351.21337890625","2351.21337890625","2351.21337890625"
"600","2347.17578125","2347.17578125","2347.17578125"
"610","1727.8056640625","1727.8056640625","1727.8056640625"
"620","1224.171630859375","1224.171630859375","1224.171630859375"
"630","1703.5157470703125","1703.5157470703125","1703.5157470703125"
"640","1312.2164306640625","1312.2164306640625","1312.2164306640625"
"650","1161.3953857421875","1161.3953857421875","1161.3953857421875"
"660","2218.4404296875","2218.4404296875","2218.4404296875"
"670","1232.240966796875","1232.240966796875","1232.240966796875"
"680","1480.204833984375","1480.204833984375","1480.204833984375"
"690","2320.2880859375","2320.2880859375","2320.2880859375"
"700","2020.449951171875","2020.449951171875","2020.449951171875"
"710","1172.989013671875","1172.989013671875","1172.989013671875"
"720","1156.84375","1156.84375","1156.84375"
"730","1263.2205810546875","1263.2205810546875","1263.2205810546875"
"740","1296.0372314453125","1296.0372314453125","1296.0372314453125"
"750","1201.4244384765625","1201.4244384765625","1201.4244384765625"
"760","2148.489501953125","2148.489501953125","2148.489501953125"
"770","1677.9169921875","1677.9169921875","1677.9169921875"
"780","1258.7984619140625","1258.7984619140625","1258.7984619140625"
"790","1983.04638671875","1983.04638671875","1983.04638671875"
"800","1450.9490966796875","1450.9490966796875","1450.9490966796875"
"810","1123.0994873046875","1123.0994873046875","1123.0994873046875"
"820","1088.1805419921875","1088.1805419921875","1088.1805419921875"
"830","1095.6990966796875","1095.6990966796875","1095.6990966796875"
"840","1427.2578125","1427.2578125","1427.2578125"
"850","2044.39306640625","2044.39306640625","2044.39306640625"
"860","1044.2735595703125","1044.2735595703125","1044.2735595703125"
"870","2161.0478515625","2161.0478515625","2161.0478515625"
"880","2150.11962890625","2150.11962890625","2150.11962890625"
"890","1179.3046875","1179.3046875","1179.3046875"
"900","1342.0211181640625","1342.0211181640625","1342.0211181640625"
"910","1311.8426513671875","1311.8426513671875","1311.8426513671875"
"920","1773.92724609375","1773.92724609375","1773.92724609375"
"930","1285.349853515625","1285.349853515625","1285.349853515625"
"940","1931.8104248046875","1931.8104248046875","1931.8104248046875"
"950","1807.2017822265625","1807.2017822265625","1807.2017822265625"
"960","1024.579833984375","1024.579833984375","1024.579833984375"
"970","2116.22216796875","2116.22216796875","2116.22216796875"
"980","2136.5703125","2136.5703125","2136.5703125"
"990","1459.3985595703125","1459.3985595703125","1459.3985595703125"
"1000","1086.19482421875","1086.19482421875","1086.19482421875"
"1010","1687.44189453125","1687.44189453125","1687.44189453125"
"1020","1977.068115234375","1977.068115234375","1977.068115234375"
"1030","1090.6788330078125","1090.6788330078125","1090.6788330078125"
"1040","1094.3505859375","1094.3505859375","1094.3505859375"
"1050","1350.593017578125","1350.593017578125","1350.593017578125"
"1060","1366.24072265625","1366.24072265625","1366.24072265625"
"1070","1245.8740234375","1245.8740234375","1245.8740234375"
"1080","1398.9285888671875","1398.9285888671875","1398.9285888671875"
"1090","1461.879150390625","1461.879150390625","1461.879150390625"
"1100","2074.037841796875","2074.037841796875","2074.037841796875"
"1110","2080.675048828125","2080.675048828125","2080.675048828125"
"1120","1842.582763671875","1842.582763671875","1842.582763671875"
"1130","1001.2695922851562","1001.2695922851562","1001.2695922851562"
"1140","2052.36181640625","2052.36181640625","2052.36181640625"
"1150","2079.99267578125","2079.99267578125","2079.99267578125"
"1160","1043.3277587890625","1043.3277587890625","1043.3277587890625"
"1170","1183.418701171875","1183.418701171875","1183.418701171875"
"1180","1184.0623779296875","1184.0623779296875","1184.0623779296875"
"1190","1898.8079833984375","1898.8079833984375","1898.8079833984375"
"1200","1158.0347900390625","1158.0347900390625","1158.0347900390625"
"1210","1575.250732421875","1575.250732421875","1575.250732421875"
"1220","1097.9827880859375","1097.9827880859375","1097.9827880859375"
"1230","1808.752685546875","1808.752685546875","1808.752685546875"
"1240","1553.78076171875","1553.78076171875","1553.78076171875"
"1250","972.9525756835938","972.9525756835938","972.9525756835938"
"1260","1692.108642578125","1692.108642578125","1692.108642578125"
"1270","1873.1436767578125","1873.1436767578125","1873.1436767578125"
"1280","1536.7486572265625","1536.7486572265625","1536.7486572265625"
"1290","984.1530151367188","984.1530151367188","984.1530151367188"
"1300","1959.785400390625","1959.785400390625","1959.785400390625"
"1310","989.7582397460938","989.7582397460938","989.7582397460938"
"1320","979.552978515625","979.552978515625","979.552978515625"
"1330","1021.8207397460938","1021.8207397460938","1021.8207397460938"
"1340","1512.64697265625","1512.64697265625","1512.64697265625"
"1350","1440.848388671875","1440.848388671875","1440.848388671875"
"1360","1481.16357421875","1481.16357421875","1481.16357421875"
"1370","1345.3699951171875","1345.3699951171875","1345.3699951171875"
"1380","1085.6251220703125","1085.6251220703125","1085.6251220703125"
"1390","1964.36865234375","1964.36865234375","1964.36865234375"
"1400","1246.3214111328125","1246.3214111328125","1246.3214111328125"
"1410","1585.7734375","1585.7734375","1585.7734375"
"1420","998.5128173828125","998.5128173828125","998.5128173828125"
"1430","1047.4112548828125","1047.4112548828125","1047.4112548828125"
"1440","1201.790771484375","1201.790771484375","1201.790771484375"
"1450","1047.6939697265625","1047.6939697265625","1047.6939697265625"
"1460","957.9533081054688","957.9533081054688","957.9533081054688"
"1470","1706.677734375","1706.677734375","1706.677734375"
"1480","1835.52001953125","1835.52001953125","1835.52001953125"
"1490","1464.71728515625","1464.71728515625","1464.71728515625"
"1500","1706.82177734375","1706.82177734375","1706.82177734375"
"1510","931.8740234375","931.8740234375","931.8740234375"
"1520","1361.204833984375","1361.204833984375","1361.204833984375"
"1530","1864.7470703125","1864.7470703125","1864.7470703125"
"1540","1382.897705078125","1382.897705078125","1382.897705078125"
"1550","1735.242919921875","1735.242919921875","1735.242919921875"
"1560","996.133056640625","996.133056640625","996.133056640625"
"1570","1899.3358154296875","1899.3358154296875","1899.3358154296875"
"1580","1349.095947265625","1349.095947265625","1349.095947265625"
"1590","925.003173828125","925.003173828125","925.003173828125"
"1600","1075.823974609375","1075.823974609375","1075.823974609375"
"1610","944.1996459960938","944.1996459960938","944.1996459960938"
"1620","1855.425537109375","1855.425537109375","1855.425537109375"
"1630","1766.97412109375","1766.97412109375","1766.97412109375"
"1640","1300.58447265625","1300.58447265625","1300.58447265625"
"1650","1018.6012573242188","1018.6012573242188","1018.6012573242188"
"1660","1652.6070556640625","1652.6070556640625","1652.6070556640625"
"1670","996.1414794921875","996.1414794921875","996.1414794921875"
"1680","1474.4925537109375","1474.4925537109375","1474.4925537109375"
"1690","1696.36376953125","1696.36376953125","1696.36376953125"
"1700","976.3323364257812","976.3323364257812","976.3323364257812"
"1710","901.9501342773438","901.9501342773438","901.9501342773438"
"1720","1475.537841796875","1475.537841796875","1475.537841796875"
"1730","916.0433959960938","916.0433959960938","916.0433959960938"
"1740","1560.72021484375","1560.72021484375","1560.72021484375"
"1750","1817.7275390625","1817.7275390625","1817.7275390625"
"1760","1891.5225830078125","1891.5225830078125","1891.5225830078125"
"1770","1653.623291015625","1653.623291015625","1653.623291015625"
"1780","880.8202514648438","880.8202514648438","880.8202514648438"
"1790","1891.7447509765625","1891.7447509765625","1891.7447509765625"
"1800","1094.787841796875","1094.787841796875","1094.787841796875"
"1810","1397.033203125","1397.033203125","1397.033203125"
"1820","1667.676025390625","1667.676025390625","1667.676025390625"
"1830","1682.3133544921875","1682.3133544921875","1682.3133544921875"
"1840","1431.229248046875","1431.229248046875","1431.229248046875"
"1850","917.16796875","917.16796875","917.16796875"
"1860","1552.4072265625","1552.4072265625","1552.4072265625"
"1870","1670.08984375","1670.08984375","1670.08984375"
"1880","1426.2298583984375","1426.2298583984375","1426.2298583984375"
"1890","887.2489013671875","887.2489013671875","887.2489013671875"
"1900","1859.817138671875","1859.817138671875","1859.817138671875"
"1910","904.3045654296875","904.3045654296875","904.3045654296875"
"1920","897.5078125","897.5078125","897.5078125"
"1930","915.3414916992188","915.3414916992188","915.3414916992188"
"1940","1388.2174072265625","1388.2174072265625","1388.2174072265625"
"1950","1325.589599609375","1325.589599609375","1325.589599609375"
"1960","1376.74560546875","1376.74560546875","1376.74560546875"
"1970","1223.0382080078125","1223.0382080078125","1223.0382080078125"
"1980","946.1350708007812","946.1350708007812","946.1350708007812"
"1990","1796.9130859375","1796.9130859375","1796.9130859375"
"2000","1135.815673828125","1135.815673828125","1135.815673828125"
"2010","1488.3489990234375","1488.3489990234375","1488.3489990234375"
"2020","902.3693237304688","902.3693237304688","902.3693237304688"
"2030","946.993896484375","946.993896484375","946.993896484375"
"2040","1089.4560546875","1089.4560546875","1089.4560546875"
"2050","936.5436401367188","936.5436401367188","936.5436401367188"
"2060","857.881591796875","857.881591796875","857.881591796875"
"2070","1560.6072998046875","1560.6072998046875","1560.6072998046875"
"2080","1663.182373046875","1663.182373046875","1663.182373046875"
"2090","1345.058349609375","1345.058349609375","1345.058349609375"
"2100","1550.765380859375","1550.765380859375","1550.765380859375"
"2110","850.7802734375","850.7802734375","850.7802734375"
"2120","1225.9971923828125","1225.9971923828125","1225.9971923828125"
"2130","1757.8966064453125","1757.8966064453125","1757.8966064453125"
"2140","1265.852783203125","1265.852783203125","1265.852783203125"
"2150","1620.0341796875","1620.0341796875","1620.0341796875"
"2160","899.4906616210938","899.4906616210938","899.4906616210938"
"2170","1709.3707275390625","1709.3707275390625","1709.3707275390625"
"2180","1240.218505859375","1240.218505859375","1240.218505859375"
"2190","858.5868530273438","858.5868530273438","858.5868530273438"
"2200","986.9775390625","986.9775390625","986.9775390625"
"2210","852.911865234375","852.911865234375","852.911865234375"
"2220","1711.1175537109375","1711.1175537109375","1711.1175537109375"
"2230","1628.43896484375","1628.43896484375","1628.43896484375"
"2240","1199.0830078125","1199.0830078125","1199.0830078125"
"2250","937.3594970703125","937.3594970703125","937.3594970703125"
"2260","1538.8746337890625","1538.8746337890625","1538.8746337890625"
"2270","911.2926635742188","911.2926635742188","911.2926635742188"
"2280","1372.0064697265625","1372.0064697265625","1372.0064697265625"
"2290","1563.0999755859375","1563.0999755859375","1563.0999755859375"
"2300","924.7777099609375","924.7777099609375","924.7777099609375"
"2310","832.3536987304688","832.3536987304688","832.3536987304688"
"2320","1379.8525390625","1379.8525390625","1379.8525390625"
"2330","829.9874267578125","829.9874267578125","829.9874267578125"
"2340","1444.4495849609375","1444.4495849609375","1444.4495849609375"
"2350","1634.5655517578125","1634.5655517578125","1634.5655517578125"
"2360","1751.1038818359375","1751.1038818359375","1751.1038818359375"
"2370","1519.9556884765625","1519.9556884765625","1519.9556884765625"
"2380","846.5773315429688","846.5773315429688","846.5773315429688"
"2390","1708.9736328125","1708.9736328125","1708.9736328125"
"2400","1037.6492919921875","1037.6492919921875","1037.6492919921875"
"2410","1298.7010498046875","1298.7010498046875","1298.7010498046875"
"2420","1578.6256103515625","1578.6256103515625","1578.6256103515625"
"2430","1753.153564453125","1753.153564453125","1753.153564453125"
"2440","1085.86474609375","1085.86474609375","1085.86474609375"
"2450","1349.71142578125","1349.71142578125","1349.71142578125"
"2460","1643.67724609375","1643.67724609375","1643.67724609375"
"2470","1439.329345703125","1439.329345703125","1439.329345703125"
"2480","1591.6612548828125","1591.6612548828125","1591.6612548828125"
"2490","844.4190063476562","844.4190063476562","844.4190063476562"
"2500","1402.7138671875","1402.7138671875","1402.7138671875"
"2510","1007.3369750976562","1007.3369750976562","1007.3369750976562"
"2520","1463.47607421875","1463.47607421875","1463.47607421875"
"2530","1042.7938232421875","1042.7938232421875","1042.7938232421875"
"2540","1662.56201171875","1662.56201171875","1662.56201171875"
"2550","1141.379150390625","1141.379150390625","1141.379150390625"
"2560","1512.80712890625","1512.80712890625","1512.80712890625"
"2570","980.382080078125","980.382080078125","980.382080078125"
"2580","1137.665771484375","1137.665771484375","1137.665771484375"
"2590","1634.321533203125","1634.321533203125","1634.321533203125"
"2600","914.3333740234375","914.3333740234375","914.3333740234375"
"2610","834.9031982421875","834.9031982421875","834.9031982421875"
"2620","1634.34765625","1634.34765625","1634.34765625"
"2630","1597.81591796875","1597.81591796875","1597.81591796875"
"2640","1560.192626953125","1560.192626953125","1560.192626953125"
"2650","846.8837890625","846.8837890625","846.8837890625"
"2660","834.7354125976562","834.7354125976562","834.7354125976562"
"2670","1047.328857421875","1047.328857421875","1047.328857421875"
"2680","1166.965087890625","1166.965087890625","1166.965087890625"
"2690","1035.063720703125","1035.063720703125","1035.063720703125"
"2700","1553.666015625","1553.666015625","1553.666015625"
"2710","888.5966186523438","888.5966186523438","888.5966186523438"
"2720","1555.14990234375","1555.14990234375","1555.14990234375"
"2730","1551.096923828125","1551.096923828125","1551.096923828125"
"2740","1679.5172119140625","1679.5172119140625","1679.5172119140625"
"2750","877.3533935546875","877.3533935546875","877.3533935546875"
"2760","893.4693603515625","893.4693603515625","893.4693603515625"
"2770","969.0762939453125","969.0762939453125","969.0762939453125"
"2780","1525.603271484375","1525.603271484375","1525.603271484375"
"2790","994.3832397460938","994.3832397460938","994.3832397460938"
"2800","1395.142578125","1395.142578125","1395.142578125"
"2810","851.0802612304688","851.0802612304688","851.0802612304688"
"2820","839.25","839.25","839.25"
"2830","1016.895263671875","1016.895263671875","1016.895263671875"
"2840","1154.8541259765625","1154.8541259765625","1154.8541259765625"
"2850","941.4321899414062","941.4321899414062","941.4321899414062"
"2860","1054.540771484375","1054.540771484375","1054.540771484375"
"2870","809.2066650390625","809.2066650390625","809.2066650390625"
"2880","1319.17236328125","1319.17236328125","1319.17236328125"
"2890","1444.042724609375","1444.042724609375","1444.042724609375"
"2900","912.8649291992188","912.8649291992188","912.8649291992188"
"2910","803.2936401367188","803.2936401367188","803.2936401367188"
"2920","1629.94287109375","1629.94287109375","1629.94287109375"
"2930","824.1764526367188","824.1764526367188","824.1764526367188"
"2940","828.6533203125","828.6533203125","828.6533203125"
"2950","1483.113037109375","1483.113037109375","1483.113037109375"
"2960","823.8008422851562","823.8008422851562","823.8008422851562"
"2970","1630.01123046875","1630.01123046875","1630.01123046875"
"2980","1025.990966796875","1025.990966796875","1025.990966796875"
"2990","1441.3935546875","1441.3935546875","1441.3935546875"
"3000","1482.555908203125","1482.555908203125","1482.555908203125"
"3010","1229.5479736328125","1229.5479736328125","1229.5479736328125"
"3020","1472.7252197265625","1472.7252197265625","1472.7252197265625"
"3030","1589.255126953125","1589.255126953125","1589.255126953125"
"3040","946.5554809570312","946.5554809570312","946.5554809570312"
"3050","960.283935546875","960.283935546875","960.283935546875"
"3060","1570.2431640625","1570.2431640625","1570.2431640625"
"3070","1365.8349609375","1365.8349609375","1365.8349609375"
"3080","1498.53955078125","1498.53955078125","1498.53955078125"
"3090","811.4963989257812","811.4963989257812","811.4963989257812"
"3100","1345.0762939453125","1345.0762939453125","1345.0762939453125"
"3110","969.9632568359375","969.9632568359375","969.9632568359375"
"3120","1398.93603515625","1398.93603515625","1398.93603515625"
"3130","1013.6758422851562","1013.6758422851562","1013.6758422851562"
"3140","1580.8939208984375","1580.8939208984375","1580.8939208984375"
"3150","1100.5860595703125","1100.5860595703125","1100.5860595703125"
"3160","1471.62451171875","1471.62451171875","1471.62451171875"
"3170","958.2615966796875","958.2615966796875","958.2615966796875"
"3180","1105.529052734375","1105.529052734375","1105.529052734375"
"3190","1535.440185546875","1535.440185546875","1535.440185546875"
"3200","897.9618530273438","897.9618530273438","897.9618530273438"
"3210","797.4097290039062","797.4097290039062","797.4097290039062"
"3220","1489.1353759765625","1489.1353759765625","1489.1353759765625"
"3230","1505.85400390625","1505.85400390625","1505.85400390625"
"3240","1495.43017578125","1495.43017578125","1495.43017578125"
"3250","804.2407836914062","804.2407836914062","804.2407836914062"
"3260","794.26904296875","794.26904296875","794.26904296875"
"3270","994.9815063476562","994.9815063476562","994.9815063476562"
"3280","1146.2080078125","1146.2080078125","1146.2080078125"
"3290","1007.857421875","1007.857421875","1007.857421875"
"3300","1450.0823974609375","1450.0823974609375","1450.0823974609375"
"3310","850.3431396484375","850.3431396484375","850.3431396484375"
"3320","1449.5419921875","1449.5419921875","1449.5419921875"
"3330","1456.0712890625","1456.0712890625","1456.0712890625"
"3340","1542.3653564453125","1542.3653564453125","1542.3653564453125"
"3350","831.7347412109375","831.7347412109375","831.7347412109375"
"3360","858.2750244140625","858.2750244140625","858.2750244140625"
"3370","942.112548828125","942.112548828125","942.112548828125"
"3380","1458.3604736328125","1458.3604736328125","1458.3604736328125"
"3390","952.7568359375","952.7568359375","952.7568359375"
"3400","1320.806396484375","1320.806396484375","1320.806396484375"
"3410","801.949951171875","801.949951171875","801.949951171875"
"3420","812.197998046875","812.197998046875","812.197998046875"
"3430","985.0339965820312","985.0339965820312","985.0339965820312"
"3440","1110.98583984375","1110.98583984375","1110.98583984375"
"3450","923.26708984375","923.26708984375","923.26708984375"
"3460","1027.150634765625","1027.150634765625","1027.150634765625"
"3470","786.36279296875","786.36279296875","786.36279296875"
"3480","1253.263916015625","1253.263916015625","1253.263916015625"
"3490","1348.9912109375","1348.9912109375","1348.9912109375"
"3500","882.7850952148438","882.7850952148438","882.7850952148438"
"3510","780.0537109375","780.0537109375","780.0537109375"
"3520","1530.6490478515625","1530.6490478515625","1530.6490478515625"
"3530","786.9140014648438","786.9140014648438","786.9140014648438"
"3540","807.4859619140625","807.4859619140625","807.4859619140625"
"3550","1378.1295166015625","1378.1295166015625","1378.1295166015625"
"3560","785.4359741210938","785.4359741210938","785.4359741210938"
"3570","1501.950927734375","1501.950927734375","1501.950927734375"
"3580","976.0545654296875","976.0545654296875","976.0545654296875"
"3590","1370.176025390625","1370.176025390625","1370.176025390625"
"3600","1390.315185546875","1390.315185546875","1390.315185546875"
"3610","1195.2327880859375","1195.2327880859375","1195.2327880859375"
"3620","1392.98291015625","1392.98291015625","1392.98291015625"
"3630","1487.9398193359375","1487.9398193359375","1487.9398193359375"
"3640","927.6474609375","927.6474609375","927.6474609375"
"3650","804.986083984375","804.986083984375","804.986083984375"
"3660","1137.4117431640625","1137.4117431640625","1137.4117431640625"
"3670","1198.6199951171875","1198.6199951171875","1198.6199951171875"
"3680","1457.9453125","1457.9453125","1457.9453125"
"3690","1529.4384765625","1529.4384765625","1529.4384765625"
"3700","1535.404541015625","1535.404541015625","1535.404541015625"
"3710","1079.8876953125","1079.8876953125","1079.8876953125"
"3720","1235.492431640625","1235.492431640625","1235.492431640625"
"3730","1541.82421875","1541.82421875","1541.82421875"
"3740","775.337158203125","775.337158203125","775.337158203125"
"3750","1489.3310546875","1489.3310546875","1489.3310546875"
"3760","807.1825561523438","807.1825561523438","807.1825561523438"
"3770","1541.3607177734375","1541.3607177734375","1541.3607177734375"
"3780","1121.2803955078125","1121.2803955078125","1121.2803955078125"
"3790","1386.657958984375","1386.657958984375","1386.657958984375"
"3800","1499.02783203125","1499.02783203125","1499.02783203125"
"3810","1412.0712890625","1412.0712890625","1412.0712890625"
"3820","1069.141845703125","1069.141845703125","1069.141845703125"
"3830","788.7151489257812","788.7151489257812","788.7151489257812"
"3840","1184.9503173828125","1184.9503173828125","1184.9503173828125"
"3850","1449.552978515625","1449.552978515625","1449.552978515625"
"3860","857.8335571289062","857.8335571289062","857.8335571289062"
"3870","797.645263671875","797.645263671875","797.645263671875"
"3880","769.2907104492188","769.2907104492188","769.2907104492188"
"3890","798.6158447265625","798.6158447265625","798.6158447265625"
"3900","1355.741455078125","1355.741455078125","1355.741455078125"
"3910","1089.0765380859375","1089.0765380859375","1089.0765380859375"
"3920","1390.00244140625","1390.00244140625","1390.00244140625"
"3930","796.4216918945312","796.4216918945312","796.4216918945312"
"3940","1373.0751953125","1373.0751953125","1373.0751953125"
"3950","1085.884765625","1085.884765625","1085.884765625"
"3960","1404.859619140625","1404.859619140625","1404.859619140625"
"3970","1164.357666015625","1164.357666015625","1164.357666015625"
"3980","777.3988037109375","777.3988037109375","777.3988037109375"
"3990","774.3442993164062","774.3442993164062","774.3442993164062"
"4000","1021.7528076171875","1021.7528076171875","1021.7528076171875"
"4010","1450.23291015625","1450.23291015625","1450.23291015625"
"4020","855.0182495117188","855.0182495117188","855.0182495117188"
"4030","1083.0740966796875","1083.0740966796875","1083.0740966796875"
"4040","1142.71435546875","1142.71435546875","1142.71435546875"
"4050","863.9631958007812","863.9631958007812","863.9631958007812"
"4060","909.6826171875","909.6826171875","909.6826171875"
"4070","766.0936279296875","766.0936279296875","766.0936279296875"
"4080","775.3486328125","775.3486328125","775.3486328125"
"4090","766.6272583007812","766.6272583007812","766.6272583007812"
"4100","954.759521484375","954.759521484375","954.759521484375"
"4110","945.2471923828125","945.2471923828125","945.2471923828125"
"4120","875.0202026367188","875.0202026367188","875.0202026367188"
"4130","950.530517578125","950.530517578125","950.530517578125"
"4140","775.62744140625","775.62744140625","775.62744140625"
"4150","779.6109008789062","779.6109008789062","779.6109008789062"
"4160","879.1824951171875","879.1824951171875","879.1824951171875"
"4170","993.5084838867188","993.5084838867188","993.5084838867188"
"4180","786.67138671875","786.67138671875","786.67138671875"
"4190","1175.64794921875","1175.64794921875","1175.64794921875"
"4200","763.7319946289062","763.7319946289062","763.7319946289062"
"4210","1159.394287109375","1159.394287109375","1159.394287109375"
"4220","1356.435302734375","1356.435302734375","1356.435302734375"
"4230","1424.33642578125","1424.33642578125","1424.33642578125"
"4240","886.0084228515625","886.0084228515625","886.0084228515625"
"4250","798.6376342773438","798.6376342773438","798.6376342773438"
"4260","1126.3409423828125","1126.3409423828125","1126.3409423828125"
"4270","834.29833984375","834.29833984375","834.29833984375"
"4280","1453.8365478515625","1453.8365478515625","1453.8365478515625"
"4290","908.374755859375","908.374755859375","908.374755859375"
"4300","1252.8760986328125","1252.8760986328125","1252.8760986328125"
"4310","916.8203125","916.8203125","916.8203125"
"4320","762.932373046875","762.932373046875","762.932373046875"
"4330","855.5934448242188","855.5934448242188","855.5934448242188"
"4340","898.183837890625","898.183837890625","898.183837890625"
"4350","1494.915283203125","1494.915283203125","1494.915283203125"
"4360","930.0842895507812","930.0842895507812","930.0842895507812"
"4370","1378.74658203125","1378.74658203125","1378.74658203125"
"4380","999.65087890625","999.65087890625","999.65087890625"
"4390","1346.363525390625","1346.363525390625","1346.363525390625"
"4400","1146.060546875","1146.060546875","1146.060546875"
"4410","892.0626220703125","892.0626220703125","892.0626220703125"
"4420","1313.703369140625","1313.703369140625","1313.703369140625"
"4430","1114.885498046875","1114.885498046875","1114.885498046875"
"4440","1363.076904296875","1363.076904296875","1363.076904296875"
"4450","1435.495361328125","1435.495361328125","1435.495361328125"
"4460","965.9149169921875","965.9149169921875","965.9149169921875"
"4470","1425.5526123046875","1425.5526123046875","1425.5526123046875"
"4480","1126.162109375","1126.162109375","1126.162109375"
"4490","1129.4879150390625","1129.4879150390625","1129.4879150390625"
"4500","761.7330932617188","761.7330932617188","761.7330932617188"
"4510","824.57568359375","824.57568359375","824.57568359375"
"4520","1210.93603515625","1210.93603515625","1210.93603515625"
"4530","1386.8642578125","1386.8642578125","1386.8642578125"
"4540","763.197021484375","763.197021484375","763.197021484375"
"4550","1404.560302734375","1404.560302734375","1404.560302734375"
"4560","824.4566040039062","824.4566040039062","824.4566040039062"
"4570","907.0668334960938","907.0668334960938","907.0668334960938"
"4580","1065.307861328125","1065.307861328125","1065.307861328125"
"4590","1148.5255126953125","1148.5255126953125","1148.5255126953125"
"4600","1304.150634765625","1304.150634765625","1304.150634765625"
"4610","1170.93701171875","1170.93701171875","1170.93701171875"
"4620","809.6390991210938","809.6390991210938","809.6390991210938"
"4630","1363.058349609375","1363.058349609375","1363.058349609375"
"4640","802.7413940429688","802.7413940429688","802.7413940429688"
"4650","914.333251953125","914.333251953125","914.333251953125"
"4660","845.9365234375","845.9365234375","845.9365234375"
"4670","1391.6348876953125","1391.6348876953125","1391.6348876953125"
"4680","919.3739624023438","919.3739624023438","919.3739624023438"
"4690","804.3717651367188","804.3717651367188","804.3717651367188"
"4700","1386.3525390625","1386.3525390625","1386.3525390625"
"4710","755.643310546875","755.643310546875","755.643310546875"
"4720","1046.53662109375","1046.53662109375","1046.53662109375"
"4730","938.3809814453125","938.3809814453125","938.3809814453125"
"4740","1392.275146484375","1392.275146484375","1392.275146484375"
"4750","933.25048828125","933.25048828125","933.25048828125"
"4760","818.9261474609375","818.9261474609375","818.9261474609375"
"4770","754.4288330078125","754.4288330078125","754.4288330078125"
