"Step","FSDP_BT_QAT_20250608_220648 - rank_fused_representation_f32","FSDP_BT_QAT_20250608_220648 - rank_fused_representation_f32__MIN","FSDP_BT_QAT_20250608_220648 - rank_fused_representation_f32__MAX"
"960","0.8863288760185242","0.8863288760185242","0.8863288760185242"
"970","0.8870564103126526","0.8870564103126526","0.8870564103126526"
"980","0.8890573382377625","0.8890573382377625","0.8890573382377625"
"990","0.8885430097579956","0.8885430097579956","0.8885430097579956"
"1000","0.8918750882148743","0.8918750882148743","0.8918750882148743"
"1010","0.8897851705551147","0.8897851705551147","0.8897851705551147"
"1020","0.8913066387176514","0.8913066387176514","0.8913066387176514"
"1030","0.8915128111839294","0.8915128111839294","0.8915128111839294"
"1040","0.894382894039154","0.894382894039154","0.894382894039154"
"1050","0.8951286673545837","0.8951286673545837","0.8951286673545837"
"1060","0.8979542255401611","0.8979542255401611","0.8979542255401611"
"1070","0.8983747363090515","0.8983747363090515","0.8983747363090515"
"1080","0.8942885398864746","0.8942885398864746","0.8942885398864746"
"1090","0.8968285918235779","0.8968285918235779","0.8968285918235779"
"1100","0.8962846994400024","0.8962846994400024","0.8962846994400024"
"1110","0.8981796503067017","0.8981796503067017","0.8981796503067017"
"1120","0.8997181057929993","0.8997181057929993","0.8997181057929993"
"1130","0.902654767036438","0.902654767036438","0.902654767036438"
"1140","0.8974395394325256","0.8974395394325256","0.8974395394325256"
"1150","0.8997422456741333","0.8997422456741333","0.8997422456741333"
"1160","0.9008609056472778","0.9008609056472778","0.9008609056472778"
"1170","0.900944173336029","0.900944173336029","0.900944173336029"
"1180","0.9026013612747192","0.9026013612747192","0.9026013612747192"
"1190","0.9043517112731934","0.9043517112731934","0.9043517112731934"
"1200","0.8991850018501282","0.8991850018501282","0.8991850018501282"
"1210","0.9041283130645752","0.9041283130645752","0.9041283130645752"
"1220","0.9058253169059753","0.9058253169059753","0.9058253169059753"
"1230","0.9022483825683594","0.9022483825683594","0.9022483825683594"
"1240","0.9052954316139221","0.9052954316139221","0.9052954316139221"
"1250","0.9055373668670654","0.9055373668670654","0.9055373668670654"
"1260","0.9077562689781189","0.9077562689781189","0.9077562689781189"
"1270","0.9058286547660828","0.9058286547660828","0.9058286547660828"
"1280","0.9096831679344177","0.9096831679344177","0.9096831679344177"
"1290","0.9085686206817627","0.9085686206817627","0.9085686206817627"
"1300","0.9090701937675476","0.9090701937675476","0.9090701937675476"
"1310","0.9101109504699707","0.9101109504699707","0.9101109504699707"
"1320","0.9101447463035583","0.9101447463035583","0.9101447463035583"
"1330","0.9095447659492493","0.9095447659492493","0.9095447659492493"
"1340","0.9132004380226135","0.9132004380226135","0.9132004380226135"
"1350","0.9137884974479675","0.9137884974479675","0.9137884974479675"
"1360","0.9155656099319458","0.9155656099319458","0.9155656099319458"
"1370","0.9155813455581665","0.9155813455581665","0.9155813455581665"
"1380","0.910688579082489","0.910688579082489","0.910688579082489"
"1390","0.9127892255783081","0.9127892255783081","0.9127892255783081"
"1400","0.9157049059867859","0.9157049059867859","0.9157049059867859"
"1410","0.9188706278800964","0.9188706278800964","0.9188706278800964"
"1420","0.9176040887832642","0.9176040887832642","0.9176040887832642"
"1430","0.9202030897140503","0.9202030897140503","0.9202030897140503"
"1440","0.9193536043167114","0.9193536043167114","0.9193536043167114"
"1450","0.9195057153701782","0.9195057153701782","0.9195057153701782"
"1460","0.9191796183586121","0.9191796183586121","0.9191796183586121"
"1470","0.9194537997245789","0.9194537997245789","0.9194537997245789"
"1480","0.9165181517601013","0.9165181517601013","0.9165181517601013"
"1490","0.9209877252578735","0.9209877252578735","0.9209877252578735"
"1500","0.9210879802703857","0.9210879802703857","0.9210879802703857"
"1510","0.923259437084198","0.923259437084198","0.923259437084198"
"1520","0.9212093949317932","0.9212093949317932","0.9212093949317932"
"1530","0.9214763641357422","0.9214763641357422","0.9214763641357422"
"1540","0.9212288856506348","0.9212288856506348","0.9212288856506348"
"1550","0.9221345782279968","0.9221345782279968","0.9221345782279968"
"1560","0.9230915307998657","0.9230915307998657","0.9230915307998657"
"1570","0.9211764931678772","0.9211764931678772","0.9211764931678772"
"1580","0.9242374897003174","0.9242374897003174","0.9242374897003174"
"1590","0.9247288703918457","0.9247288703918457","0.9247288703918457"
"1600","0.9240598082542419","0.9240598082542419","0.9240598082542419"
"1610","0.9271240234375","0.9271240234375","0.9271240234375"
"1620","0.9267416596412659","0.9267416596412659","0.9267416596412659"
"1630","0.9291717410087585","0.9291717410087585","0.9291717410087585"
"1640","0.92509925365448","0.92509925365448","0.92509925365448"
"1650","0.9284313321113586","0.9284313321113586","0.9284313321113586"
"1660","0.9292938113212585","0.9292938113212585","0.9292938113212585"
"1670","0.9306634664535522","0.9306634664535522","0.9306634664535522"
"1680","0.9281031489372253","0.9281031489372253","0.9281031489372253"
"1690","0.9259068369865417","0.9259068369865417","0.9259068369865417"
"1700","0.929415225982666","0.929415225982666","0.929415225982666"
"1710","0.9322274923324585","0.9322274923324585","0.9322274923324585"
"1720","0.9287599325180054","0.9287599325180054","0.9287599325180054"
"1730","0.9322584867477417","0.9322584867477417","0.9322584867477417"
"1740","0.9294162392616272","0.9294162392616272","0.9294162392616272"
"1750","0.9255779981613159","0.9255779981613159","0.9255779981613159"
"1760","0.9308311939239502","0.9308311939239502","0.9308311939239502"
"1770","0.9315215945243835","0.9315215945243835","0.9315215945243835"
"1780","0.9300858974456787","0.9300858974456787","0.9300858974456787"
"1790","0.9302806854248047","0.9302806854248047","0.9302806854248047"
"1800","0.9308044910430908","0.9308044910430908","0.9308044910430908"
"1810","0.9343687295913696","0.9343687295913696","0.9343687295913696"
"1820","0.9347590208053589","0.9347590208053589","0.9347590208053589"
"1830","0.9322634935379028","0.9322634935379028","0.9322634935379028"
"1840","0.932569682598114","0.932569682598114","0.932569682598114"
"1850","0.9320343136787415","0.9320343136787415","0.9320343136787415"
"1860","0.9323084950447083","0.9323084950447083","0.9323084950447083"
"1870","0.9337118864059448","0.9337118864059448","0.9337118864059448"
"1880","0.9304304718971252","0.9304304718971252","0.9304304718971252"
"1890","0.930431604385376","0.930431604385376","0.930431604385376"
"1900","0.9330980181694031","0.9330980181694031","0.9330980181694031"
"1910","0.9355785250663757","0.9355785250663757","0.9355785250663757"
"1920","0.9342324137687683","0.9342324137687683","0.9342324137687683"
"1930","0.9328646659851074","0.9328646659851074","0.9328646659851074"
"1940","0.933614194393158","0.933614194393158","0.933614194393158"
"1950","0.9343283772468567","0.9343283772468567","0.9343283772468567"
"1960","0.9341381192207336","0.9341381192207336","0.9341381192207336"
"1970","0.9358903765678406","0.9358903765678406","0.9358903765678406"
"1980","0.9324222803115845","0.9324222803115845","0.9324222803115845"
"1990","0.9371776580810547","0.9371776580810547","0.9371776580810547"
"2000","0.9370225667953491","0.9370225667953491","0.9370225667953491"
"2010","0.9315322041511536","0.9315322041511536","0.9315322041511536"
"2020","0.9369533061981201","0.9369533061981201","0.9369533061981201"
"2030","0.938121497631073","0.938121497631073","0.938121497631073"
"2040","0.9357770681381226","0.9357770681381226","0.9357770681381226"
"2050","0.9364332556724548","0.9364332556724548","0.9364332556724548"
"2060","0.9358540773391724","0.9358540773391724","0.9358540773391724"
"2070","0.9396015405654907","0.9396015405654907","0.9396015405654907"
"2080","0.9346840381622314","0.9346840381622314","0.9346840381622314"
"2090","0.9388530850410461","0.9388530850410461","0.9388530850410461"
"2100","0.9406694173812866","0.9406694173812866","0.9406694173812866"
"2110","0.9386128783226013","0.9386128783226013","0.9386128783226013"
"2120","0.9388120174407959","0.9388120174407959","0.9388120174407959"
"2130","0.9369779825210571","0.9369779825210571","0.9369779825210571"
"2140","0.9398735761642456","0.9398735761642456","0.9398735761642456"
"2150","0.937930166721344","0.937930166721344","0.937930166721344"
"2160","0.9400396347045898","0.9400396347045898","0.9400396347045898"
"2170","0.9409137964248657","0.9409137964248657","0.9409137964248657"
"2180","0.9401630759239197","0.9401630759239197","0.9401630759239197"
"2190","0.9394958019256592","0.9394958019256592","0.9394958019256592"
"2200","0.9408057928085327","0.9408057928085327","0.9408057928085327"
"2210","0.9445414543151855","0.9445414543151855","0.9445414543151855"
"2220","0.9424021244049072","0.9424021244049072","0.9424021244049072"
"2230","0.9446670413017273","0.9446670413017273","0.9446670413017273"
"2240","0.9418337941169739","0.9418337941169739","0.9418337941169739"
"2250","0.9408381581306458","0.9408381581306458","0.9408381581306458"
"2260","0.9426819086074829","0.9426819086074829","0.9426819086074829"
"2270","0.938736617565155","0.938736617565155","0.938736617565155"
"2280","0.9457862377166748","0.9457862377166748","0.9457862377166748"
"2290","0.9423697590827942","0.9423697590827942","0.9423697590827942"
"2300","0.943621039390564","0.943621039390564","0.943621039390564"
"2310","0.9450454115867615","0.9450454115867615","0.9450454115867615"
"2320","0.9417465329170227","0.9417465329170227","0.9417465329170227"
"2330","0.9433723092079163","0.9433723092079163","0.9433723092079163"
"2340","0.9446621537208557","0.9446621537208557","0.9446621537208557"
"2350","0.9436917901039124","0.9436917901039124","0.9436917901039124"
"2360","0.9417456984519958","0.9417456984519958","0.9417456984519958"
"2370","0.9450434446334839","0.9450434446334839","0.9450434446334839"
"2380","0.9466672539710999","0.9466672539710999","0.9466672539710999"
"2390","0.9461019039154053","0.9461019039154053","0.9461019039154053"
"2400","0.9463147521018982","0.9463147521018982","0.9463147521018982"
"2410","0.947685718536377","0.947685718536377","0.947685718536377"
"2420","0.9429803490638733","0.9429803490638733","0.9429803490638733"
"2430","0.9446074366569519","0.9446074366569519","0.9446074366569519"
"2440","0.9461384415626526","0.9461384415626526","0.9461384415626526"
"2450","0.9446321725845337","0.9446321725845337","0.9446321725845337"
"2460","0.9471886157989502","0.9471886157989502","0.9471886157989502"
"2470","0.9442856311798096","0.9442856311798096","0.9442856311798096"
"2480","0.9445133805274963","0.9445133805274963","0.9445133805274963"
"2490","0.9444082379341125","0.9444082379341125","0.9444082379341125"
"2500","0.947900116443634","0.947900116443634","0.947900116443634"
"2510","0.9468062520027161","0.9468062520027161","0.9468062520027161"
"2520","0.9490370750427246","0.9490370750427246","0.9490370750427246"
"2530","0.9478135704994202","0.9478135704994202","0.9478135704994202"
"2540","0.9453005790710449","0.9453005790710449","0.9453005790710449"
"2550","0.9498646855354309","0.9498646855354309","0.9498646855354309"
"2560","0.9473388195037842","0.9473388195037842","0.9473388195037842"
"2570","0.9501973390579224","0.9501973390579224","0.9501973390579224"
"2580","0.9478057026863098","0.9478057026863098","0.9478057026863098"
"2590","0.9469374418258667","0.9469374418258667","0.9469374418258667"
"2600","0.947311282157898","0.947311282157898","0.947311282157898"
"2610","0.9468801617622375","0.9468801617622375","0.9468801617622375"
"2620","0.9487423896789551","0.9487423896789551","0.9487423896789551"
"2630","0.9479368925094604","0.9479368925094604","0.9479368925094604"
"2640","0.9515982866287231","0.9515982866287231","0.9515982866287231"
"2650","0.950825035572052","0.950825035572052","0.950825035572052"
"2660","0.9511651396751404","0.9511651396751404","0.9511651396751404"
"2670","0.9497401714324951","0.9497401714324951","0.9497401714324951"
"2680","0.95237797498703","0.95237797498703","0.95237797498703"
"2690","0.9503293037414551","0.9503293037414551","0.9503293037414551"
"2700","0.9528321027755737","0.9528321027755737","0.9528321027755737"
"2710","0.9506567120552063","0.9506567120552063","0.9506567120552063"
"2720","0.9521952867507935","0.9521952867507935","0.9521952867507935"
"2730","0.9549846649169922","0.9549846649169922","0.9549846649169922"
"2740","0.9528611302375793","0.9528611302375793","0.9528611302375793"
"2750","0.9514452219009399","0.9514452219009399","0.9514452219009399"
"2760","0.9546968936920166","0.9546968936920166","0.9546968936920166"
"2770","0.9515774250030518","0.9515774250030518","0.9515774250030518"
"2780","0.9526535272598267","0.9526535272598267","0.9526535272598267"
"2790","0.9548683762550354","0.9548683762550354","0.9548683762550354"
"2800","0.9544722437858582","0.9544722437858582","0.9544722437858582"
"2810","0.9519156217575073","0.9519156217575073","0.9519156217575073"
"2820","0.9542877078056335","0.9542877078056335","0.9542877078056335"
"2830","0.9539413452148438","0.9539413452148438","0.9539413452148438"
"2840","0.9546588659286499","0.9546588659286499","0.9546588659286499"
"2850","0.954755961894989","0.954755961894989","0.954755961894989"
"2860","0.9568884372711182","0.9568884372711182","0.9568884372711182"
"2870","0.9562929272651672","0.9562929272651672","0.9562929272651672"
"2880","0.9557341933250427","0.9557341933250427","0.9557341933250427"
"2890","0.9520627856254578","0.9520627856254578","0.9520627856254578"
"2900","0.9548680186271667","0.9548680186271667","0.9548680186271667"
"2910","0.9538072943687439","0.9538072943687439","0.9538072943687439"
"2920","0.955532431602478","0.955532431602478","0.955532431602478"
"2930","0.9583184719085693","0.9583184719085693","0.9583184719085693"
"2940","0.9537166953086853","0.9537166953086853","0.9537166953086853"
"2950","0.9559184908866882","0.9559184908866882","0.9559184908866882"
"2960","0.9567225575447083","0.9567225575447083","0.9567225575447083"
"2970","0.9578443765640259","0.9578443765640259","0.9578443765640259"
"2980","0.9558121562004089","0.9558121562004089","0.9558121562004089"
"2990","0.9553515911102295","0.9553515911102295","0.9553515911102295"
"3000","0.9555233716964722","0.9555233716964722","0.9555233716964722"
"3010","0.9559882283210754","0.9559882283210754","0.9559882283210754"
"3020","0.9565318822860718","0.9565318822860718","0.9565318822860718"
"3030","0.9575039744377136","0.9575039744377136","0.9575039744377136"
"3040","0.9555981755256653","0.9555981755256653","0.9555981755256653"
"3050","0.955823540687561","0.955823540687561","0.955823540687561"
"3060","0.9547668695449829","0.9547668695449829","0.9547668695449829"
"3070","0.9559041261672974","0.9559041261672974","0.9559041261672974"
"3080","0.9530997276306152","0.9530997276306152","0.9530997276306152"
"3090","0.9570934772491455","0.9570934772491455","0.9570934772491455"
"3100","0.9557900428771973","0.9557900428771973","0.9557900428771973"
"3110","0.9552879333496094","0.9552879333496094","0.9552879333496094"
"3120","0.9542697072029114","0.9542697072029114","0.9542697072029114"
"3130","0.9583113789558411","0.9583113789558411","0.9583113789558411"
"3140","0.9557517766952515","0.9557517766952515","0.9557517766952515"
"3150","0.9553282260894775","0.9553282260894775","0.9553282260894775"
"3160","0.9555477499961853","0.9555477499961853","0.9555477499961853"
"3170","0.956052839756012","0.956052839756012","0.956052839756012"
"3180","0.956117570400238","0.956117570400238","0.956117570400238"
"3190","0.9554909467697144","0.9554909467697144","0.9554909467697144"
"3200","0.9559447169303894","0.9559447169303894","0.9559447169303894"
"3210","0.9577004313468933","0.9577004313468933","0.9577004313468933"
"3220","0.9551426768302917","0.9551426768302917","0.9551426768302917"
"3230","0.9572840332984924","0.9572840332984924","0.9572840332984924"
"3240","0.9562261700630188","0.9562261700630188","0.9562261700630188"
"3250","0.9563648104667664","0.9563648104667664","0.9563648104667664"
"3260","0.9562411904335022","0.9562411904335022","0.9562411904335022"
"3270","0.9569916129112244","0.9569916129112244","0.9569916129112244"
"3280","0.9549619555473328","0.9549619555473328","0.9549619555473328"
"3290","0.9573376774787903","0.9573376774787903","0.9573376774787903"
"3300","0.960270881652832","0.960270881652832","0.960270881652832"
"3310","0.9571990966796875","0.9571990966796875","0.9571990966796875"
"3320","0.9575433731079102","0.9575433731079102","0.9575433731079102"
"3330","0.9595763087272644","0.9595763087272644","0.9595763087272644"
"3340","0.9584699273109436","0.9584699273109436","0.9584699273109436"
"3350","0.9578342437744141","0.9578342437744141","0.9578342437744141"
"3360","0.9562019109725952","0.9562019109725952","0.9562019109725952"
"3370","0.957175612449646","0.957175612449646","0.957175612449646"
"3380","0.957912266254425","0.957912266254425","0.957912266254425"
"3390","0.9591423273086548","0.9591423273086548","0.9591423273086548"
"3400","0.9572633504867554","0.9572633504867554","0.9572633504867554"
"3410","0.9578022956848145","0.9578022956848145","0.9578022956848145"
"3420","0.9578883051872253","0.9578883051872253","0.9578883051872253"
"3430","0.9567331671714783","0.9567331671714783","0.9567331671714783"
"3440","0.9604175090789795","0.9604175090789795","0.9604175090789795"
"3450","0.9591873288154602","0.9591873288154602","0.9591873288154602"
"3460","0.9589529037475586","0.9589529037475586","0.9589529037475586"
"3470","0.9585785269737244","0.9585785269737244","0.9585785269737244"
"3480","0.959311842918396","0.959311842918396","0.959311842918396"
"3490","0.9578795433044434","0.9578795433044434","0.9578795433044434"
"3500","0.956900954246521","0.956900954246521","0.956900954246521"
"3510","0.9599758982658386","0.9599758982658386","0.9599758982658386"
"3520","0.9563497304916382","0.9563497304916382","0.9563497304916382"
"3530","0.9609010219573975","0.9609010219573975","0.9609010219573975"
"3540","0.9597322344779968","0.9597322344779968","0.9597322344779968"
"3550","0.9577792286872864","0.9577792286872864","0.9577792286872864"
"3560","0.9597007036209106","0.9597007036209106","0.9597007036209106"
"3570","0.960028350353241","0.960028350353241","0.960028350353241"
"3580","0.9603240489959717","0.9603240489959717","0.9603240489959717"
"3590","0.9595174193382263","0.9595174193382263","0.9595174193382263"
"3600","0.9616459012031555","0.9616459012031555","0.9616459012031555"
"3610","0.9609530568122864","0.9609530568122864","0.9609530568122864"
"3620","0.9596344828605652","0.9596344828605652","0.9596344828605652"
"3630","0.9600077271461487","0.9600077271461487","0.9600077271461487"
"3640","0.9607537388801575","0.9607537388801575","0.9607537388801575"
"3650","0.9624013304710388","0.9624013304710388","0.9624013304710388"
"3660","0.9601061940193176","0.9601061940193176","0.9601061940193176"
"3670","0.9577656388282776","0.9577656388282776","0.9577656388282776"
"3680","0.9574411511421204","0.9574411511421204","0.9574411511421204"
"3690","0.9543519616127014","0.9543519616127014","0.9543519616127014"
"3700","0.9591811299324036","0.9591811299324036","0.9591811299324036"
"3710","0.9575480818748474","0.9575480818748474","0.9575480818748474"
"3720","0.9585962891578674","0.9585962891578674","0.9585962891578674"
"3730","0.9590321183204651","0.9590321183204651","0.9590321183204651"
"3740","0.9584856033325195","0.9584856033325195","0.9584856033325195"
"3750","0.9617341160774231","0.9617341160774231","0.9617341160774231"
"3760","0.9609291553497314","0.9609291553497314","0.9609291553497314"
"3770","0.9595163464546204","0.9595163464546204","0.9595163464546204"
"3780","0.960443377494812","0.960443377494812","0.960443377494812"
"3790","0.9591199159622192","0.9591199159622192","0.9591199159622192"
"3800","0.9568756818771362","0.9568756818771362","0.9568756818771362"
"3810","0.9609608054161072","0.9609608054161072","0.9609608054161072"
"3820","0.9588863849639893","0.9588863849639893","0.9588863849639893"
"3830","0.9593435525894165","0.9593435525894165","0.9593435525894165"
"3840","0.9629616737365723","0.9629616737365723","0.9629616737365723"
"3850","0.9591152667999268","0.9591152667999268","0.9591152667999268"
"3860","0.9599194526672363","0.9599194526672363","0.9599194526672363"
"3870","0.9605228900909424","0.9605228900909424","0.9605228900909424"
"3880","0.9614765644073486","0.9614765644073486","0.9614765644073486"
"3890","0.9614444375038147","0.9614444375038147","0.9614444375038147"
"3900","0.9612879753112793","0.9612879753112793","0.9612879753112793"
"3910","0.9605065584182739","0.9605065584182739","0.9605065584182739"
"3920","0.9605307579040527","0.9605307579040527","0.9605307579040527"
"3930","0.9606468081474304","0.9606468081474304","0.9606468081474304"
"3940","0.9626102447509766","0.9626102447509766","0.9626102447509766"
"3950","0.9617894887924194","0.9617894887924194","0.9617894887924194"
"3960","0.9613991379737854","0.9613991379737854","0.9613991379737854"
"3970","0.9634630084037781","0.9634630084037781","0.9634630084037781"
"3980","0.962839663028717","0.962839663028717","0.962839663028717"
"3990","0.9624009132385254","0.9624009132385254","0.9624009132385254"
"4000","0.9627323150634766","0.9627323150634766","0.9627323150634766"
"4010","0.9618223905563354","0.9618223905563354","0.9618223905563354"
"4020","0.96039879322052","0.96039879322052","0.96039879322052"
"4030","0.9623622298240662","0.9623622298240662","0.9623622298240662"
"4040","0.9636802077293396","0.9636802077293396","0.9636802077293396"
"4050","0.9614081382751465","0.9614081382751465","0.9614081382751465"
"4060","0.957924485206604","0.957924485206604","0.957924485206604"
"4070","0.9605799913406372","0.9605799913406372","0.9605799913406372"
"4080","0.960478663444519","0.960478663444519","0.960478663444519"
"4090","0.9605297446250916","0.9605297446250916","0.9605297446250916"
"4100","0.9614673256874084","0.9614673256874084","0.9614673256874084"
"4110","0.9637596011161804","0.9637596011161804","0.9637596011161804"
"4120","0.9581046104431152","0.9581046104431152","0.9581046104431152"
"4130","0.9608697295188904","0.9608697295188904","0.9608697295188904"
"4140","0.9621970057487488","0.9621970057487488","0.9621970057487488"
"4150","0.963489830493927","0.963489830493927","0.963489830493927"
"4160","0.9623615145683289","0.9623615145683289","0.9623615145683289"
"4170","0.9585742950439453","0.9585742950439453","0.9585742950439453"
"4180","0.9633492827415466","0.9633492827415466","0.9633492827415466"
"4190","0.9634933471679688","0.9634933471679688","0.9634933471679688"
"4200","0.9611719846725464","0.9611719846725464","0.9611719846725464"
"4210","0.9625353813171387","0.9625353813171387","0.9625353813171387"
"4220","0.9614593386650085","0.9614593386650085","0.9614593386650085"
"4230","0.9636383056640625","0.9636383056640625","0.9636383056640625"
"4240","0.963710367679596","0.963710367679596","0.963710367679596"
"4250","0.9626411199569702","0.9626411199569702","0.9626411199569702"
"4260","0.962436318397522","0.962436318397522","0.962436318397522"
"4270","0.9634097218513489","0.9634097218513489","0.9634097218513489"
"4280","0.9601138830184937","0.9601138830184937","0.9601138830184937"
"4290","0.9634139537811279","0.9634139537811279","0.9634139537811279"
"4300","0.9634889364242554","0.9634889364242554","0.9634889364242554"
"4310","0.961417019367218","0.961417019367218","0.961417019367218"
"4320","0.9607976675033569","0.9607976675033569","0.9607976675033569"
"4330","0.9613837599754333","0.9613837599754333","0.9613837599754333"
"4340","0.9631395936012268","0.9631395936012268","0.9631395936012268"
"4350","0.9605834484100342","0.9605834484100342","0.9605834484100342"
"4360","0.9614421725273132","0.9614421725273132","0.9614421725273132"
"4370","0.9618710279464722","0.9618710279464722","0.9618710279464722"
