"Step","FSDP_BT_QAT_20250608_220648 - loss_mix","FSDP_BT_QAT_20250608_220648 - loss_mix__MIN","FSDP_BT_QAT_20250608_220648 - loss_mix__MAX"
"0","2510.7001953125","2510.7001953125","2510.7001953125"
"10","1949.5462646484375","1949.5462646484375","1949.5462646484375"
"20","2042.3714599609375","2042.3714599609375","2042.3714599609375"
"30","1360.60791015625","1360.60791015625","1360.60791015625"
"40","2037.638671875","2037.638671875","2037.638671875"
"50","1199.4549560546875","1199.4549560546875","1199.4549560546875"
"60","1778.0799560546875","1778.0799560546875","1778.0799560546875"
"70","697.9141845703125","697.9141845703125","697.9141845703125"
"80","1957.1083984375","1957.1083984375","1957.1083984375"
"90","1754.1322021484375","1754.1322021484375","1754.1322021484375"
"100","582.0982666015625","582.0982666015625","582.0982666015625"
"110","1819.2205810546875","1819.2205810546875","1819.2205810546875"
"120","36.291465759277344","36.291465759277344","36.291465759277344"
"130","1688.245849609375","1688.245849609375","1688.245849609375"
"140","779.0969848632812","779.0969848632812","779.0969848632812"
"150","1719.638671875","1719.638671875","1719.638671875"
"160","1530.602783203125","1530.602783203125","1530.602783203125"
"170","1671.8309326171875","1671.8309326171875","1671.8309326171875"
"180","865.8359375","865.8359375","865.8359375"
"190","30.533935546875","30.533935546875","30.533935546875"
"200","872.5977783203125","872.5977783203125","872.5977783203125"
"210","37.390663146972656","37.390663146972656","37.390663146972656"
"220","1177.441650390625","1177.441650390625","1177.441650390625"
"230","609.5931396484375","609.5931396484375","609.5931396484375"
"240","1483.34765625","1483.34765625","1483.34765625"
"250","681.6859130859375","681.6859130859375","681.6859130859375"
"260","966.089111328125","966.089111328125","966.089111328125"
"270","795.9006958007812","795.9006958007812","795.9006958007812"
"280","531.4879150390625","531.4879150390625","531.4879150390625"
"290","440.1780090332031","440.1780090332031","440.1780090332031"
"300","234.4413604736328","234.4413604736328","234.4413604736328"
"310","358.7774658203125","358.7774658203125","358.7774658203125"
"320","202.6755828857422","202.6755828857422","202.6755828857422"
"330","145.5556182861328","145.5556182861328","145.5556182861328"
"340","363.08123779296875","363.08123779296875","363.08123779296875"
"350","157.7019500732422","157.7019500732422","157.7019500732422"
"360","771.399658203125","771.399658203125","771.399658203125"
"370","1389.5899658203125","1389.5899658203125","1389.5899658203125"
"380","666.91552734375","666.91552734375","666.91552734375"
"390","287.6840515136719","287.6840515136719","287.6840515136719"
"400","843.3139038085938","843.3139038085938","843.3139038085938"
"410","1085.82958984375","1085.82958984375","1085.82958984375"
"420","799.0612182617188","799.0612182617188","799.0612182617188"
"430","83.40933227539062","83.40933227539062","83.40933227539062"
"440","1271.012451171875","1271.012451171875","1271.012451171875"
"450","891.125","891.125","891.125"
"460","1278.51171875","1278.51171875","1278.51171875"
"470","898.5505981445312","898.5505981445312","898.5505981445312"
"480","339.2850646972656","339.2850646972656","339.2850646972656"
"490","255.2104034423828","255.2104034423828","255.2104034423828"
"500","1359.280029296875","1359.280029296875","1359.280029296875"
"510","267.8542785644531","267.8542785644531","267.8542785644531"
"520","60.89896774291992","60.89896774291992","60.89896774291992"
"530","59.869110107421875","59.869110107421875","59.869110107421875"
"540","1267.0482177734375","1267.0482177734375","1267.0482177734375"
"550","281.34417724609375","281.34417724609375","281.34417724609375"
"560","181.8494110107422","181.8494110107422","181.8494110107422"
"570","791.09326171875","791.09326171875","791.09326171875"
"580","170.95260620117188","170.95260620117188","170.95260620117188"
"590","1213.042724609375","1213.042724609375","1213.042724609375"
"600","1194.623291015625","1194.623291015625","1194.623291015625"
"610","540.0667114257812","540.0667114257812","540.0667114257812"
"620","80.63095092773438","80.63095092773438","80.63095092773438"
"630","560.3797607421875","560.3797607421875","560.3797607421875"
"640","153.5806121826172","153.5806121826172","153.5806121826172"
"650","17.8968505859375","17.8968505859375","17.8968505859375"
"660","1106.2476806640625","1106.2476806640625","1106.2476806640625"
"670","111.70962524414062","111.70962524414062","111.70962524414062"
"680","359.34967041015625","359.34967041015625","359.34967041015625"
"690","1196.811279296875","1196.811279296875","1196.811279296875"
"700","918.2598266601562","918.2598266601562","918.2598266601562"
"710","84.2156982421875","84.2156982421875","84.2156982421875"
"720","60.69986343383789","60.69986343383789","60.69986343383789"
"730","150.41981506347656","150.41981506347656","150.41981506347656"
"740","213.84432983398438","213.84432983398438","213.84432983398438"
"750","112.70427703857422","112.70427703857422","112.70427703857422"
"760","1044.7032470703125","1044.7032470703125","1044.7032470703125"
"770","625.8992919921875","625.8992919921875","625.8992919921875"
"780","174.5804901123047","174.5804901123047","174.5804901123047"
"790","915.072265625","915.072265625","915.072265625"
"800","388.6419982910156","388.6419982910156","388.6419982910156"
"810","38.89609909057617","38.89609909057617","38.89609909057617"
"820","17.031688690185547","17.031688690185547","17.031688690185547"
"830","44.96426773071289","44.96426773071289","44.96426773071289"
"840","380.59918212890625","380.59918212890625","380.59918212890625"
"850","987.2431640625","987.2431640625","987.2431640625"
"860","12.868644714355469","12.868644714355469","12.868644714355469"
"870","1114.31884765625","1114.31884765625","1114.31884765625"
"880","1104.4384765625","1104.4384765625","1104.4384765625"
"890","161.79617309570312","161.79617309570312","161.79617309570312"
"900","255.43980407714844","255.43980407714844","255.43980407714844"
"910","258.42236328125","258.42236328125","258.42236328125"
"920","741.5499877929688","741.5499877929688","741.5499877929688"
"930","252.06488037109375","252.06488037109375","252.06488037109375"
"940","902.6005859375","902.6005859375","902.6005859375"
"950","771.736572265625","771.736572265625","771.736572265625"
"960","9.980427742004395","9.980427742004395","9.980427742004395"
"970","1074.629638671875","1074.629638671875","1074.629638671875"
"980","1091.6820068359375","1091.6820068359375","1091.6820068359375"
"990","460.2625427246094","460.2625427246094","460.2625427246094"
"1000","78.18235778808594","78.18235778808594","78.18235778808594"
"1010","686.8585815429688","686.8585815429688","686.8585815429688"
"1020","992.83544921875","992.83544921875","992.83544921875"
"1030","95.2039794921875","95.2039794921875","95.2039794921875"
"1040","85.28878021240234","85.28878021240234","85.28878021240234"
"1050","362.3486633300781","362.3486633300781","362.3486633300781"
"1060","352.8757019042969","352.8757019042969","352.8757019042969"
"1070","257.7247009277344","257.7247009277344","257.7247009277344"
"1080","409.2159423828125","409.2159423828125","409.2159423828125"
"1090","487.06756591796875","487.06756591796875","487.06756591796875"
"1100","1106.7108154296875","1106.7108154296875","1106.7108154296875"
"1110","1089.9305419921875","1089.9305419921875","1089.9305419921875"
"1120","859.7913818359375","859.7913818359375","859.7913818359375"
"1130","25.295541763305664","25.295541763305664","25.295541763305664"
"1140","1074.2928466796875","1074.2928466796875","1074.2928466796875"
"1150","1113.6483154296875","1113.6483154296875","1113.6483154296875"
"1160","37.75952911376953","37.75952911376953","37.75952911376953"
"1170","195.38987731933594","195.38987731933594","195.38987731933594"
"1180","211.9391326904297","211.9391326904297","211.9391326904297"
"1190","919.547607421875","919.547607421875","919.547607421875"
"1200","196.55136108398438","196.55136108398438","196.55136108398438"
"1210","599.4536743164062","599.4536743164062","599.4536743164062"
"1220","111.15505981445312","111.15505981445312","111.15505981445312"
"1230","858.3950805664062","858.3950805664062","858.3950805664062"
"1240","598.6987915039062","598.6987915039062","598.6987915039062"
"1250","15.313983917236328","15.313983917236328","15.313983917236328"
"1260","725.1763916015625","725.1763916015625","725.1763916015625"
"1270","905.3204345703125","905.3204345703125","905.3204345703125"
"1280","584.5150146484375","584.5150146484375","584.5150146484375"
"1290","29.178958892822266","29.178958892822266","29.178958892822266"
"1300","989.8924560546875","989.8924560546875","989.8924560546875"
"1310","35.80237579345703","35.80237579345703","35.80237579345703"
"1320","28.58111572265625","28.58111572265625","28.58111572265625"
"1330","63.12688446044922","63.12688446044922","63.12688446044922"
"1340","556.8719482421875","556.8719482421875","556.8719482421875"
"1350","495.57147216796875","495.57147216796875","495.57147216796875"
"1360","539.3092651367188","539.3092651367188","539.3092651367188"
"1370","412.7003173828125","412.7003173828125","412.7003173828125"
"1380","110.99018096923828","110.99018096923828","110.99018096923828"
"1390","1026.424072265625","1026.424072265625","1026.424072265625"
"1400","304.1064453125","304.1064453125","304.1064453125"
"1410","636.225830078125","636.225830078125","636.225830078125"
"1420","57.0781135559082","57.0781135559082","57.0781135559082"
"1430","94.6461181640625","94.6461181640625","94.6461181640625"
"1440","267.8846435546875","267.8846435546875","267.8846435546875"
"1450","105.71390533447266","105.71390533447266","105.71390533447266"
"1460","15.200822830200195","15.200822830200195","15.200822830200195"
"1470","794.813720703125","794.813720703125","794.813720703125"
"1480","930.110595703125","930.110595703125","930.110595703125"
"1490","558.538330078125","558.538330078125","558.538330078125"
"1500","783.0449829101562","783.0449829101562","783.0449829101562"
"1510","14.250161170959473","14.250161170959473","14.250161170959473"
"1520","419.56927490234375","419.56927490234375","419.56927490234375"
"1530","934.0729370117188","934.0729370117188","934.0729370117188"
